Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,total vat,total inc vat
111003185,Tabuvan 160mg 30Tab,4hj255,524028,2/20/2027,1.00 ,36.1,36.1,36.1,36.1,28.58,28.58,0,0,28.58
111003185,Tabuvan 160mg 30Tab,4hj256,544939,2/21/2027,1.00 ,36.1,36.1,28.58,28.58,28.58,28.58,0,0,28.58
111004144,Tabuvan 40mg tab,3HE012,546199,11/1/2026,1.00 ,19.6,19.6,19.6,19.6,15.52,15.52,0,0,15.52
121015907,Tahara Musk Purity Wipes 20wipes,1,500618,8/1/2025,5.00 ,20,100,10.6,53,10.6,53,0.15,7.95,60.95
121015907,Tahara Musk Purity Wipes 20wipes,1,505392,7/16/2025,3.00 ,20,60,10.6,31.8,10.6,31.8,0.15,4.77,36.57
121017541,Tahara Musk Purity Wipes Travel Pack 20pcs,1,488711,8/1/2025,2.00 ,22,44,11.5,23,11.5,23,0.15,3.45,26.45
121017541,Tahara Musk Purity Wipes Travel Pack 20pcs,1,485621,3/1/2025,3.00 ,22,66,13.5,40.5,13.5,40.5,0.15,6.08,46.58
121014974,Tayammum,1,428525,12/1/2030,2.00 ,25,50,15,30,15,30,0.15,4.5,34.5
111002241,Tears Natural Free Drops,15cf7c,522644,1/31/2026,3.00 ,26.55,79.65,25,75,20.84,62.51,0,0,62.51
121021817,Tece Cotton Swab 100pcs 2550,1,548166,12/1/2030,3.00 ,8,24,3.25,9.75,3.25,9.75,0.15,1.46,11.21
121021815,Tece Crusher Preservative Tablet,1,513377,12/2/2028,3.00 ,12,36,5.63,16.89,5.63,16.89,0.15,2.53,19.42
121020377,Tece Floss T/P 250 PCS HB3,33,548167,10/1/2028,3.00 ,8,24,2.25,6.75,2.25,6.75,0.15,1.01,7.76
121020377,Tece Floss T/P 250 PCS HB3,1,533859,10/1/2028,3.00 ,8,24,2.25,6.75,2.25,6.75,0.15,1.01,7.76
121018280,Tece Floss Toothpicks 100pcs,1,547877,5/1/2027,3.00 ,15,45,8.16,24.48,8.16,24.48,0,0,24.48
121019021,Tece Floss Toothpicks 200pcs 2805,1,547878,12/1/2030,3.00 ,10,30,5.5,16.5,5.5,16.5,0.15,2.48,18.98
121018281,Tece Floss Toothpicks 40pcs,4444,548169,12/20/2026,2.00 ,10,20,4.75,9.5,4.75,9.5,0,0,9.5
121018281,Tece Floss Toothpicks 40pcs,44,548168,12/1/2030,3.00 ,10,30,4.75,14.25,4.75,14.25,0,0,14.25
121019882,Tece Hot Cold Gel Pack 2791,1,449768,8/31/2024,1.00 ,26,26,16.8,16.8,16.8,16.8,0.15,2.52,19.32
121019882,Tece Hot Cold Gel Pack 2791,1,548170,5/31/2027,3.00 ,26,78,15,45,15,45,0.15,6.75,51.75
121019826,Tece Wooden Floss Big,1,448732,12/1/2030,1.00 ,5,5,5,5,3.25,3.25,0.15,0.49,3.74
111003786,Tedo 20mg 8Tab,22DF29,549197,8/31/2025,5.00 ,129.7,648.5,129.7,648.5,45.11,225.57,0,0,225.57
121004631,Teen Spirit  Pink Crush Stick 65g,1,546695,7/31/2025,2.00 ,27,54,15,30,15,30,0.15,4.5,34.5
121004572,Teen Spirit Sweet Strawberry 65g,1,500728,8/31/2025,1.00 ,27,27,15.5,15.5,15.5,15.5,0.15,2.33,17.83
121004572,Teen Spirit Sweet Strawberry 65g,1,547188,9/30/2026,2.00 ,27,54,15,30,15,30,0.15,4.5,34.5
111002245,Tegretol Syrup 100 ml,adpu50504,510916,12/31/2025,1.00 ,21.9,21.9,21.9,21.9,18.25,18.25,0,0,18.25
111002245,Tegretol Syrup 100 ml,adpu50574,541378,4/30/2027,2.00 ,21.9,43.8,21.9,43.8,18.25,36.5,0,0,36.5
111002246,Telfast 120mg 15 tab,JT1751,540733,7/31/2026,4.00 ,26.55,106.2,26.55,106.2,20.14,80.54,0,0,80.54
111002247,Telfast 180mg film coated tab 15,KT0512,545806,2/28/2027,1.00 ,28.65,28.65,28.65,28.65,21.73,21.73,0,0,21.73
151001644,Tempo Cool Gel Not,1,428965,12/1/2030,22.00 ,23,506,9.5,209,9.5,209,0,0,209
111002251,Tenoretic 100mg 28tab,5a091,544967,8/1/2025,1.00 ,28.95,28.95,24.13,24.13,24.13,24.13,0,0,24.13
111003917,Tenoryl 10mg 30 tab,3ul144,544931,1/22/2025,1.00 ,40.9,40.9,32.38,32.38,32.38,32.38,0,0,32.38
111003917,Tenoryl 10mg 30 tab,4UL197,543948,7/1/2026,1.00 ,40.9,40.9,40.9,40.9,30.68,30.68,0,0,30.68
111003919,Tenoryl Plus 5/10mg 30 tab,3wh008,544932,2/28/2025,1.00 ,67.35,67.35,53.32,53.32,53.32,53.32,0,0,53.32
111003860,Tenoryl Plus 5/5 Tab,4WJ026,547670,9/2/2026,1.00 ,55.6,55.6,37.07,37.07,37.07,37.07,0,0,37.07
111003652,Thiotacid Tab,2307691,530954,7/31/2025,1.00 ,69.9,69.9,48.93,48.93,48.93,48.93,0,0,48.93
111003652,Thiotacid Tab,2403673,549198,3/31/2026,2.00 ,69.9,139.8,69.9,139.8,48.93,97.87,0,0,97.87
111003286,Ticanase Nasal Spray,5583032,545917,5/19/2026,5.00 ,24.7,123.5,24.7,123.5,18.53,92.63,0,0,92.63
111003286,Ticanase Nasal Spray,4583064,531359,11/1/2025,1.00 ,20,20,15,15,15,15,0,0,15
111003505,Tilax 2mg 30tab,23DD37,539731,6/30/2026,2.00 ,16.4,32.8,10.93,21.86,10.93,21.86,0,0,21.86
111003505,Tilax 2mg 30tab,22DH64,540734,10/31/2025,5.00 ,16.4,82,16.4,82,10.93,54.67,0,0,54.67
111003506,Tilax 4mg 30tab,23DH80,545711,12/31/2026,3.00 ,26.9,80.7,26.9,80.7,17.93,53.8,0,0,53.8
121018282,Titania 10 corn Blades,1,459957,2/1/2025,4.00 ,10,40,6.4,25.6,6.4,25.6,0.15,3.84,29.44
121004582,Titania 1020,1,496176,12/1/2030,1.00 ,19,19,13.5,13.5,13.5,13.5,0.15,2.03,15.53
121004587,Titania 1050/6,1,488846,12/1/2030,2.00 ,32,64,26,52,26,52,0.15,7.8,59.8
121021822,Titania Callous Foot File 3014,1,548171,1/1/2027,3.00 ,18,54,11.5,34.5,11.5,34.5,0.15,5.18,39.68
111002275,Tobra-dex eye oint,VEA58A,547671,2/28/2026,5.00 ,20.4,102,17,85,17,85,0,0,85
111002276,Tobrex drops,vt246b,503975,5/31/2026,2.00 ,18.7,37.4,18.7,37.4,15.58,31.17,0,0,31.17
121019908,Toe Separator,1,449968,12/1/2030,1.00 ,8,8,8,8,5.2,5.2,0.15,0.78,5.98
161000083,Top0701 Shower Cap,1,449965,12/1/2030,1.00 ,10,10,6,6,3.9,3.9,0.15,0.59,4.49
111002280,Topamax 100mg 60tab,nfs1e00,529041,5/31/2025,2.00 ,122.55,245.1,106.57,213.14,106.57,213.14,0,0,213.14
111002282,Toprazole 20mg 15 tabs,3SD129,536756,9/1/2026,1.00 ,21.9,21.9,21.9,21.9,11.78,11.78,0,0,11.78
111002286,Torvacol 20mg 30Tab,2211047,510727,10/1/2025,1.00 ,43.45,43.45,43.45,43.45,33.68,33.68,0,0,33.68
111002287,Torvacol 40 mg 30 tab,2209045,510725,8/1/2025,1.00 ,86.9,86.9,86.9,86.9,70.28,70.28,0,0,70.28
111002288,Tovast 10mg 30tab,1164,512259,11/1/2026,2.00 ,43.45,86.9,43.45,86.9,30.42,60.83,0,0,60.83
111002288,Tovast 10mg 30tab,1136,544919,11/1/2026,1.00 ,43.45,43.45,26.07,26.07,26.07,26.07,0,0,26.07
111002288,Tovast 10mg 30tab,1166,509998,11/1/2026,1.00 ,43.45,43.45,43.45,43.45,21.3,21.3,0,0,21.3
111002693,Tovast 40 mg 30tap,1954,546201,2/15/2027,1.00 ,86.9,86.9,86.9,86.9,63.48,63.48,0,0,63.48
111002290,Tracon caps 100mg rmbp 15 p,2000620,541033,5/19/2027,1.00 ,101.2,101.2,101.2,101.2,76.56,76.56,0,0,76.56
111002291,Tracon caps 100mg rmbp 4 p,2002138,539919,7/13/2027,1.00 ,31.1,31.1,31.1,31.1,23.33,23.33,0,0,23.33
111003433,Trajenta 5mg 30Tab,400267,549200,8/31/2026,2.00 ,113.4,226.8,113.4,226.8,98.61,197.23,0,0,197.23
111002293,Travocort Cream 20g,YY0658T,547545,5/22/2026,4.00 ,16.5,66,13.75,55,13.75,55,0,0,55
121018548,Tresemme Cond Colour Protect 400ml,1,513077,4/30/2025,1.00 ,28,28,22.88,22.88,22.88,22.88,0.15,3.43,26.31
121013118,Tresemme Keratin Eleg Conditioner 500ml 207569,1,515720,4/10/2026,1.00 ,28,28,19.29,19.29,19.29,19.29,0.15,2.89,22.18
121017042,Tresemme Shampo  Botanix Noruish 200ml,1,462213,4/30/2025,1.00 ,12,12,8.04,8.04,8.04,8.04,0.15,1.21,9.25
121017042,Tresemme Shampo  Botanix Noruish 200ml,1,456930,9/30/2024,1.00 ,12,12,8.04,8.04,8.04,8.04,0.15,1.21,9.25
121016845,Tresemme Shampo 400ml,1,513081,3/18/2026,6.00 ,23,138,14.59,87.54,14.59,87.54,0.15,13.13,100.67
121016845,Tresemme Shampo 400ml,1,456929,3/31/2025,1.00 ,23,23,14.59,14.59,14.59,14.59,0.15,2.19,16.78
121018135,Tresemme Shampo Colour Shineplex 400ml,1,505365,8/31/2025,6.00 ,26,156,18.28,109.68,18.28,109.68,0.15,16.45,126.13
111002297,Triaxone 1gm Im INJ,3AQ937,544914,5/9/2026,2.00 ,59.35,118.7,16.82,33.64,16.82,33.64,0,0,33.64
121014213,Trichup Hair Oil Anti Dandruff 200ml,1,500707,6/30/2026,9.00 ,18,162,13.34,120.06,13.34,120.06,0.15,18.01,138.07
121015123,Trichup Herbal Anti Dandruff Hair Cream 200ml,1,500708,6/30/2026,2.00 ,12,24,6.95,13.9,6.95,13.9,0.15,2.09,15.99
121014946,Trichup Herbal Shampoo Anti Dandruff 400ml,333,515783,8/31/2026,2.00 ,22,44,14.29,28.58,14.29,28.58,0.15,4.29,32.87
121014946,Trichup Herbal Shampoo Anti Dandruff 400ml,1,515782,6/30/2026,2.00 ,22,44,14.29,28.58,14.29,28.58,0.15,4.29,32.87
111003380,Triopan Syrup 100ml,ac0011,519437,3/1/2026,8.00 ,39.65,317.2,39.65,317.2,0,0,0,0,0
