Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,Vat value,totak
121021202,Oral B Oral Whole Mouth Care 1+1 6690,1,504610,3/1/1930,1,60,60,42,42,42,42,0,0,42
121021101,Oral -B Pro Expert Sensitive Gentle Whitening 75ml,1,488962,11/30/2024,1,28,28,18,18,18,18,0.15,2.7,20.7
121015495,Oral B T.B 3 Effect Classic 40 Soft 2+1,1,472955,12/1/1999,11,12,132,4.73,52.03,4.73,52.03,0,0,52.03
121009521,Oral B T/B Classic 3 Effect 40 Medium 34232,1,475437,12/1/1999,11,7,77,2.4,26.4,2.4,26.4,0,0,26.4
121018304,Oral b Tb Fresh 40 Medium,1,488902,11/30/2027,5,12,60,6.53,32.65,6.53,32.65,0,0,32.65
121015845,Oral B T.B Ultrathin Precision Clean 18mm Extra Soft 34266,1,547415,12/1/1999,11,26,286,6.5,71.5,6.5,71.5,0,0,71.5
121017074,Oral B Tooth Brush Power Set 5377,1,435039,2/28/2026,1,250,250,186,186,186,186,0,0,186
121009243,Oral B Vision 3 Effmaxiclean 40 Medium 34745,1,547413,12/1/1999,12,10,120,5.25,63,5.25,63,0,0,63
121022250,Oral-B TB Max Clean 40Med 1+1,1,547414,12/1/1999,11,13,143,5.25,57.75,5.25,57.75,0,0,57.75
121019645,Oral-b T/P Baby 0-2 Years 75ml,1,496440,3/31/2026,1,20,20,12.75,12.75,12.75,12.75,0.15,1.91,14.66
121019645,Oral-b T/P Baby 0-2 Years 75ml,1,539160,2/28/2027,4,20,80,12.75,51,12.75,51,0.15,7.65,58.65
121018072,Oral-b Vitality 3d White Power 1515,3333,510944,5/31/2028,1,145,145,112.5,112.5,112.5,112.5,0,0,112.5
111002934,Ors 30 mg 10 Sachet,424013,540975,8/1/2027,1,7.75,7.75,7.75,7.75,6.46,6.46,0,0,6.46
111001729,Osteocare Calcium 30 tab,OE2427A,540624,1/1/2027,14,21,294,21,294,17.5,245.02,0,0,245.02
111001731,Osteocare Syrup,31104,528909,6/1/2025,2,17,34,14.17,28.34,14.17,28.34,0,0,28.34
121020892,Otosan Ear Drops 10ml,1,504334,4/30/2025,1,39,39,39,39,25.35,25.35,0,0,25.35
111004391,Otosan Ear Spr 50ml 0097,S0143,535703,12/31/2027,3,44.5,133.5,44.5,133.5,26.7,80.1,0,0,80.1
111004391,Otosan Ear Spr 50ml 0097,1,494142,9/1/2027,1,44.5,44.5,44.5,44.5,28.93,28.93,0,0,28.93
111004393,Otosan Nasal Spy Forte 30ml 0110,1,504336,5/31/2025,1,49.5,49.5,49.5,49.5,32.18,32.18,0,0,32.18
111004394,Otosan Nasal Wash 30 Sach 0165,NW186,547657,1/30/2027,1,49.5,49.5,29.7,29.7,29.7,29.7,0,0,29.7
121019676,Otosan Nasal Wash Kit 30 Sachets,1,515566,7/31/2026,1,89.5,89.5,89.5,89.5,49.23,49.23,0,0,49.23
111001738,Otrivin 0.1% Adult Nasal Drop 10ml,YS3V,547658,2/28/2027,13,11.05,143.65,9.21,119.73,9.21,119.73,0,0,119.73
111001739,Otrivin 0.5% Pead Drops,XF8G,537780,1/30/2027,18,10.1,181.8,10.1,181.8,8.42,151.49,0,0,151.49
111001742,Otrivin Nasal  Spray 10ml,Y69P,537782,2/28/2027,25,16.55,413.75,16.55,413.75,13.79,344.78,0,0,344.78
121014297,ove Oil Replacment Nourshing Care  350 ml,1,472674,6/30/2025,1,22,22,15.18,15.18,15.18,15.18,0.15,2.28,17.46
111004745,Ovitrelle 250mg Inj,ba091441,524295,3/31/2025,1,146.37,146.37,146.37,146.37,127.28,127.28,0,0,127.28
121016935,Oxidize Hydrogen Per 6% 60ml,1,516329,12/1/1999,6,11,66,5.5,33,5.5,33,0.15,4.95,37.95
111004085,OZEMPIC .025 MG (2MG/1.5 ML,np5f866,522567,12/30/2025,2,380.6,761.2,380.6,761.2,346,692.01,0,0,692.01
111004030,Ozempic 0.5mg,np5j475,522568,4/30/2026,2,380.6,761.2,380.6,761.2,346,692.01,0,0,692.01
121020617,Palmers Bergamot Formula Cream 150gm,1,525078,12/1/2025,2,23,46,14.5,29,14.5,29,0.15,4.35,33.35
121003456,Palmers CBF Cream Jar 7.25 oz,1,456346,3/31/2025,2,45,90,35,70,35,70,0.15,10.5,80.5
121003461,Palmers Formula Nursing Cream,1,500677,8/31/2025,2,31,62,21.25,42.5,21.25,42.5,0.15,6.38,48.88
121003461,Palmers Formula Nursing Cream,1,534079,2/28/2026,3,31,93,20.5,61.5,20.5,61.5,0.15,9.23,70.73
121014670,Palmers Hair Food Foemula 250 g,1,509133,11/30/2025,1,34,34,24.09,24.09,24.09,24.09,0.15,3.61,27.7
121014567,Palmers Hair Food Formula 150g,1,515768,11/30/2025,2,21,42,16.15,32.3,16.15,32.3,0.15,4.85,37.15
121014800,Palmers Hair Food Formula Anti Dandurff 150g,1,485372,12/31/2025,1,22,22,16.25,16.25,16.25,16.25,0.15,2.44,18.69
121017590,Palmers Hair Light Cream 150gm,1,525079,2/1/2026,1,21,21,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121001912,Palmers Hair Silk Jar 150g,1,501853,11/30/2025,2,38,76,29.3,58.6,29.3,58.6,0.15,8.79,67.39
121006814,Palmers Massage Cream Stretch Mark 125g,1,534080,3/28/2026,5,39,195,26.5,132.5,26.5,132.5,0.15,19.88,152.38
121018290,Palmers Post Natal Firming q10 Lotion 250ml,1,472820,3/31/2025,1,35,35,27.49,27.49,27.49,27.49,0.15,4.12,31.61
141000737,Pampers  2  2x84 Premium Care,1,480445,8/1/2027,2,83,166,59,118,59,118,0.15,17.7,135.7
141000675,Pampers  2  4x46 Premium Care,1,524111,12/1/1999,2,41,82,28.75,57.5,28.75,57.5,0.15,8.63,66.13
141000131,Pampers  3  2x68x52,1,546537,9/30/2027,2,81,162,60.8,121.6,60.8,121.6,0.15,18.24,139.84
141000131,Pampers  3  2x68x52,1,533366,8/1/2027,1,81,81,55,55,55,55,0.15,8.25,63.25
141000157,Pampers  3  2x88x65,1,498567,12/1/1999,1,91,91,62,62,62,62,0.15,9.3,71.3
141000677,Pampers  3  4x25 Premium Care,1,448130,1/1/2024,1,35,35,33,33,21.45,21.45,0.15,3.22,24.67
141000678,Pampers  4  2x54 Premium Care,1,546542,7/1/2027,2,83,166,69.25,138.5,69.25,138.5,0.15,20.78,159.28
141000132,Pampers  4  2x60x52,1,546538,8/5/2027,2,81,162,60.8,121.6,60.8,121.6,0.15,18.24,139.84
141000132,Pampers  4  2x60x52,1,510421,12/1/1999,1,81,81,55,55,55,55,0.15,8.25,63.25
141000679,Pampers  4  4x23 Premium Care,1,498564,12/1/1999,2,41,82,28.75,57.5,28.75,57.5,0.15,8.63,66.13
141000263,Pampers  4 2x76x65,1,487263,12/1/1999,3,91,273,62,186,62,186,0.15,27.9,213.9
141000269,Pampers  5  2x52x52,1,546539,10/3/2027,1,81,81,60.8,60.8,60.8,60.8,0.15,9.12,69.92
141000477,Pampers  5  2x56 Premium Care,1,480449,8/1/2027,3,93,279,70,210,70,210,0.15,31.5,241.5
141000644,Pampers  6  2x36 Premium Care,1,494015,12/1/1999,2,83,166,59,118,59,118,0.15,17.7,135.7
141000694,Pampers  6  2x42 Premium Care,1,463836,12/1/1999,1,93,93,69.5,69.5,69.5,69.5,0.15,10.43,79.93
141000704,Pampers 2  2x84,1,510420,12/1/1999,1,81,81,55,55,55,55,0.15,8.25,63.25
141000753,Pampers 2x58 5+,1,454302,12/1/1999,1,82,82,52.5,52.5,52.5,52.5,0.15,7.88,60.38
141000837,Pampers 3 8x12,1,494016,12/1/1999,5,15.5,77.5,9.75,48.75,9.75,48.75,0.15,7.31,56.06
141000727,Pampers 3x44 Jumbo No 5+,1,454310,12/1/1999,1,63,63,46.67,46.67,46.67,46.67,0.15,7,53.67
141000835,Pampers 4 8x11,1,520059,12/1/1999,6,15.5,93,9.75,58.5,9.75,58.5,0.15,8.78,67.28
141000138,Pampers 5  2x70x65,1,487260,12/1/1999,1,91,91,62,62,62,62,0.15,9.3,71.3
141000439,Pampers Baby Wipes 12x56,1,453009,12/1/1999,1,14,14,7.5,7.5,7.5,7.5,0.15,1.13,8.63
121021868,Pampers Baby Wipes Compete Clean 192 pcs,1,517685,4/10/2026,1,38,38,23.2,23.2,23.2,23.2,0.15,3.48,26.68
141000686,Pampers Cullotte  5  2x48,1,484050,12/1/1999,2,83,166,56,112,56,112,0.15,16.8,128.8
141000797,Pampers Cullotte No 4 2x66,1,546519,5/15/2027,2,85,170,69.85,139.7,69.85,139.7,0.15,20.96,160.66
141000798,Pampers Cullotte No 5 2x56,1,504341,12/1/1999,1,85,85,60,60,60,60,0.15,9,69
141000798,Pampers Cullotte No 5 2x56,1,546541,4/1/2027,2,85,170,69.85,139.7,69.85,139.7,0.15,20.96,160.66
141000775,Pampers Mega No 7 2x44,1,546540,6/5/2027,2,96,192,63,126,63,126,0.15,18.9,144.9
141000828,Pampers No 5 8x9,1,494006,12/1/1999,1,15.5,15.5,9.75,9.75,9.75,9.75,0.15,1.46,11.21
141000828,Pampers No 5 8x9,1,487273,12/1/1999,5,14,70,9.75,48.75,9.75,48.75,0.15,7.31,56.06
141000827,Pampers No 6 8x8,1,538025,12/1/1999,8,15.5,124,10.13,81,10.13,81,0.15,12.15,93.15
141000747,Pampers Premium Care 5  4x20,1,510431,12/1/1999,3,41,123,28.75,86.25,28.75,86.25,0.15,12.94,99.19
111001750,Panadol 500mg Tabe (Bule),GJ8G,526198,6/6/2027,18,5.8,104.4,5.8,104.4,4.83,87,0,0,87
111001750,Panadol 500mg Tabe (Bule),RV2C,537775,8/30/2027,20,5.8,116,5.8,116,4.83,96.66,0,0,96.66
111001752,Panadol Actifast Film Coated tabs B,WF6P,537779,10/30/2026,36,9.15,329.4,9.15,329.4,7.62,274.49,0,0,274.49
111001752,Panadol Actifast Film Coated tabs B,g75v,519576,8/1/2025,11,9.15,100.65,9.15,100.65,7.62,83.87,0,0,83.87
111001752,Panadol Actifast Film Coated tabs B,8h4n,506325,2/28/2026,4,9.15,36.6,9.15,36.6,7.62,30.5,0,0,30.5
111001752,Panadol Actifast Film Coated tabs B,573E,487286,2/28/2026,2,9.15,18.3,9.15,18.3,7.62,15.25,0,0,15.25
111003217,Panadol Advance 500mg 24Tab,759s,519572,3/1/2025,102,6.05,617.1,6.05,617.1,5.04,514.23,0,0,514.23
111003015,Panadol Baby Infant Susp 100ml,c576,506322,4/30/2026,4,6.9,27.6,6.9,27.6,5.75,23,0,0,23
111003015,Panadol Baby Infant Susp 100ml,C579,546172,4/30/2026,8,6.9,55.2,6.9,55.2,5.75,46,0,0,46
111003015,Panadol Baby Infant Susp 100ml,C577,487282,4/30/2026,5,6.9,34.5,6.9,34.5,5.75,28.75,0,0,28.75
111003261,Panadol Cold & Flu Hot Lemon & Honey 10 Sachets,6E6W,526264,3/3/2026,6,17.8,106.8,17.8,106.8,14.83,89,0,0,89
111001753,Panadol Cold Flu 24Cap (Green),VE4S,537776,1/30/2026,33,12.3,405.9,12.3,405.9,10.25,338.24,0,0,338.24
111001754,Panadol Extend 18 Tab,r93e,519575,12/1/2025,2,15.75,31.5,15.75,31.5,13.12,26.25,0,0,26.25
111001754,Panadol Extend 18 Tab,VE6C-A,537778,2/28/2026,10,15.75,157.5,15.75,157.5,13.12,131.24,0,0,131.24
111001755,Panadol Extra 24 tab,TA5J,537774,9/30/2027,16,8,128,8,128,6.67,106.66,0,0,106.66
111001755,Panadol Extra 24 tab,5k5m,548236,10/10/2027,43,8,344,8,344,6.67,286.66,0,0,286.66
111001756,Panadol Night Caplet box/20,WV7K,537777,11/30/2025,2,11.6,23.2,11.6,23.2,9.67,19.33,0,0,19.33
111004767,Panadol Pana Natural Cough Syrup 128gm,24g0597,548430,12/12/2026,6,48,288,32.5,195,32.5,195,0,0,195
111004767,Panadol Pana Natural Cough Syrup 128gm,24e0833,537784,10/30/2026,1,48,48,32.5,32.5,32.5,32.5,0,0,32.5
111001757,Panadol sinus Caplets box/24,ea895,538029,6/30/2027,22,13.6,299.2,13.6,299.2,11.33,249.32,0,0,249.32
111001758,Panadrex 500 mg 24 Tab,OT242,540976,4/22/2028,2,5.05,10.1,5.05,10.1,4.21,8.42,0,0,8.42
111001759,Panadrex Syrup 120mg/5ml 100 ml,NS187,487397,3/1/2026,5,5.8,29,5.8,29,4.35,21.75,0,0,21.75
111001760,Panderm Cream,5138,536559,3/4/2027,1,11.05,11.05,11.05,11.05,8.77,8.77,0,0,8.77
121010846,Pantene  2-1 Miky Damage Repair 200ml,1,547340,11/30/2026,6,12,72,6.36,38.16,6.36,38.16,0.15,5.72,43.88
121003505,Pantene 2-1 Anti Dandruff 200 ml,1,533153,6/30/2027,2,12,24,6.36,12.72,6.36,12.72,0.15,1.91,14.63
121016278,Pantene 2-1 Anti Dandruff Shampoo 600ml,1,535030,6/30/2027,3,26,78,15.25,45.75,15.25,45.75,0.15,6.86,52.61
121016278,Pantene 2-1 Anti Dandruff Shampoo 600ml,1,488963,7/1/2026,2,26,52,15.25,30.5,15.25,30.5,0.15,4.58,35.08
121003508,Pantene 2-1 Anti Hair Fall 200 ml,1,518854,11/30/2026,6,12,72,6.36,38.16,6.36,38.16,0.15,5.72,43.88
121003509,Pantene 2-1 Anti Hair Fall 400 ml,1,539150,5/31/2027,1,19,19,9.9,9.9,9.9,9.9,0.15,1.49,11.39
121003510,Pantene 2-1 Anti Hair Fall 600ml,1,496244,8/1/2026,2,26,52,15.25,30.5,15.25,30.5,0.15,4.58,35.08
121014560,Pantene 2-1 Anti Hair Fall Shampoo 600ml,1,539310,6/30/2027,2,26,52,15.25,30.5,15.25,30.5,0.15,4.58,35.08
121003515,Pantene 2-1 Colored Hair Repair 400ml,1,458332,10/31/2025,1,19,19,10,10,10,10,0.15,1.5,11.5
121014324,Pantene 2-1 Colored Hair Repair 600ml,1,463346,11/1/2025,2,26,52,15.25,30.5,15.25,30.5,0.15,4.58,35.08
121014324,Pantene 2-1 Colored Hair Repair 600ml,1,512645,8/3/2026,1,26,26,15.25,15.25,15.25,15.25,0.15,2.29,17.54
121014159,Pantene 2-1 Daily Care 200ml,1,528723,6/30/2026,1,12,12,6.36,6.36,6.36,6.36,0.15,0.95,7.31
121014159,Pantene 2-1 Daily Care 200ml,1,533156,6/30/2027,1,12,12,6.36,6.36,6.36,6.36,0.15,0.95,7.31
121014159,Pantene 2-1 Daily Care 200ml,1,547338,2/28/2027,6,12,72,6.36,38.16,6.36,38.16,0.15,5.72,43.88
121014494,Pantene 2-1 Daily Care 400ml,1,547339,7/30/2027,3,19,57,9.9,29.7,9.9,29.7,0.15,4.46,34.16
121014323,Pantene 2-1 Daily Care Shampoo 600ml,1,535032,6/30/2027,3,26,78,15.25,45.75,15.25,45.75,0.15,6.86,52.61
121010867,Pantene 2-1 Milky Damage Repair 400ml,1,547341,7/30/2027,3,19,57,9.9,29.7,9.9,29.7,0.15,4.46,34.16
121008624,Pantene 2-1 Moisture Therapy 400ml,1,459078,2/1/2025,1,19.13,19.13,12.24,12.24,12.24,12.24,0.15,1.84,14.08
121016442,Pantene 2-1 Nature Fusion 360ml,1,457948,11/1/2025,2,19,38,11.2,22.4,11.2,22.4,0.15,3.36,25.76
121014802,Pantene 2-1 Nature Fusion 600ml,1,463354,10/31/2025,1,26,26,15.25,15.25,15.25,15.25,0.15,2.29,17.54
121014802,Pantene 2-1 Nature Fusion 600ml,1,457949,10/31/2025,2,26,52,15.25,30.5,15.25,30.5,0.15,4.58,35.08
121014802,Pantene 2-1 Nature Fusion 600ml,1,459077,2/1/2025,1,25.22,25.22,16.14,16.14,16.14,16.14,0.15,2.42,18.56
121003530,Pantene 2-1 Sheer Volume 200 ml,1,547344,9/30/2026,6,12,72,5.75,34.5,5.75,34.5,0.15,5.18,39.68
121003531,Pantene 2-1 Sheer Volume 400 ml,1,547873,7/30/2027,6,19,114,9.9,59.4,9.9,59.4,0.15,8.91,68.31
121014801,Pantene 2-1 Sheer Volume 600ml,1,539155,3/30/2027,3,26,78,15.25,45.75,15.25,45.75,0.15,6.86,52.61
121003535,Pantene 2-1 Smooth/Silky 200 ml,1,547345,7/30/2027,5,12,60,5.75,28.75,5.75,28.75,0.15,4.31,33.06
121003536,Pantene 2-1 Smooth/Silky 400 ml,1,547874,8/31/2026,2,19,38,9.9,19.8,9.9,19.8,0.15,2.97,22.77
121003538,Pantene Cond. Anti Hair Fall 360ml,1,548058,5/31/2027,3,19,57,11.2,33.6,11.2,33.6,0.15,5.04,38.64
121014322,Pantene Cond. Color Care Repair 360ml,1,512631,8/30/2026,1,19,19,11.2,11.2,11.2,11.2,0.15,1.68,12.88
121010871,Pantene Cond. Milky Damage Repair 360ml,1,548059,6/1/2027,3,19,57,11.2,33.6,11.2,33.6,0.15,5.04,38.64
121021974,Pantene Cond. Milky Moist Renewal 360ml,1,539309,6/30/2027,2,19,38,11.2,22.4,11.2,22.4,0.15,3.36,25.76
121010872,Pantene Cond. Nuture Fusion 360ml,1,500647,6/1/2026,2,19,38,13.75,27.5,13.75,27.5,0.15,4.13,31.63
121010872,Pantene Cond. Nuture Fusion 360ml,1,512634,8/1/2026,2,19,38,11.2,22.4,11.2,22.4,0.15,3.36,25.76
121010873,Pantene Cond. Smooth & Silky 360ml,1,548060,5/31/2027,3,19,57,11.2,33.6,11.2,33.6,0.15,5.04,38.64
121019907,Pantene Cond Summer Frizz 360ml,1,500640,7/1/2026,2,19,38,11.2,22.4,11.2,22.4,0.15,3.36,25.76
121003548,Pantene Cond.Sheer Volume 360ml,1,512635,8/31/2025,2,19,38,11.2,22.4,11.2,22.4,0.15,3.36,25.76
121003548,Pantene Cond.Sheer Volume 360ml,1,533150,8/31/2026,3,19,57,11.2,33.6,11.2,33.6,0.15,5.04,38.64
121019415,Pantene Oil Replac Summer Frizz 275 ML,8,469954,12/31/2025,1,27,27,15.25,15.25,15.25,15.25,0.15,2.29,17.54
121019415,Pantene Oil Replac Summer Frizz 275 ML,1,512638,7/30/2026,1,27,27,15.25,15.25,15.25,15.25,0.15,2.29,17.54
121019853,Pantene Shampo 600ml,333333,449241,7/7/2025,1,27,27,27,27,17.55,17.55,0.15,2.63,20.18
121022255,Pantene Shampo Anti Hair Fall 1000ml,1,548057,8/31/2027,3,34,102,24.2,72.6,24.2,72.6,0.15,10.89,83.49
121018838,Pantene Shampo Moiste Renewal 200ml,1,547342,11/30/2026,5,12,60,5.75,28.75,5.75,28.75,0.15,4.31,33.06
121015802,Pantene Shampo Moiste Renewal 400ml,1,500646,9/30/2026,1,19,19,10,10,10,10,0.15,1.5,11.5
121015802,Pantene Shampo Moiste Renewal 400ml,1,547343,8/31/2027,3,19,57,9.9,29.7,9.9,29.7,0.15,4.46,34.16
121014532,Pantene Shampo Moiste Renewal 600ml,1,500645,10/31/2026,3,26,78,15.25,45.75,15.25,45.75,0.15,6.86,52.61
121022256,Pantene Shampo Smooth Silky 1000ml,1,548061,12/1/2026,3,34,102,24.2,72.6,24.2,72.6,0.15,10.89,83.49
121019962,Pantene Shampo Summer Frizz 400ml,1,458334,9/1/2025,2,20,40,10,20,10,20,0.15,3,23
121020231,Pantene Shampo Summer Frizz 600ml,1,512643,8/1/2026,1,26,26,15.25,15.25,15.25,15.25,0.15,2.29,17.54
121020231,Pantene Shampo Summer Frizz 600ml,1,458327,7/31/2025,2,26,52,15.25,30.5,15.25,30.5,0.15,4.58,35.08
121018854,Pantene Shampoo Super Food 600ml,1,449990,11/30/2024,1,27,27,15.25,15.25,15.25,15.25,0.15,2.29,17.54
111003127,Pantoloc 40mg 15Tab,6456,545674,7/20/2027,3,28.5,85.5,28.5,85.5,15.91,47.74,0,0,47.74
111001770,Pantomax 40mg 15 tab,f240007,540706,12/31/2027,4,31.65,126.6,31.65,126.6,15.56,62.25,0,0,62.25
111001773,Pantozol 20mg 30tab,12539623,540978,4/30/2026,1,54.8,54.8,54.8,54.8,36.54,36.54,0,0,36.54
111001775,Pantozol 40mg 15tab,1278951,546173,11/30/2026,2,49.25,98.5,49.25,98.5,32.84,65.67,0,0,65.67
111001776,Pantozol 40mg 30tab,12792791,546028,2/28/2027,1,87.95,87.95,87.95,87.95,61.19,61.19,0,0,61.19
121003580,Papaya Herbal Fruity Soap 4 in 1 135g,33,515780,12/31/2027,6,12,72,4.25,25.5,4.25,25.5,0.15,3.83,29.33
121003580,Papaya Herbal Fruity Soap 4 in 1 135g,1,515774,10/30/2027,1,12,12,6,6,6,6,0.15,0.9,6.9
121003581,Papaya Herbal Soap 3*1 135 g Skin Whitening,1,515778,12/30/2027,3,12,36,5.4,16.2,5.4,16.2,0.15,2.43,18.63
121003582,Papaya Herbal Soap 5x1 135g Fruity,1,547897,8/31/2028,2,12,24,6,12,6,12,0.15,1.8,13.8
121003582,Papaya Herbal Soap 5x1 135g Fruity,1,515781,12/31/2027,1,12,12,4.25,4.25,4.25,4.25,0.15,0.64,4.89
121003583,Papaya Herbal Soap 6x1 135g Fruity,1,505364,7/1/2027,3,12,36,6,18,6,18,0.15,2.7,20.7
121012555,Papaya Herbal Soap 8x1 135g Fruity,1,515777,9/30/2027,1,12,12,6,6,6,6,0.15,0.9,6.9
121018547,Papaya Pureherbal Fruity Soap 3 in 1 135gm,1,515779,12/31/2027,5,12,60,4.25,21.25,4.25,21.25,0.15,3.19,24.44
121015500,Papaya Whitening Hand And Body Lotion 600ml,1,539714,12/31/2026,3,15,45,8.25,24.75,8.25,24.75,0.15,3.71,28.46
121012363,Paper Mint Cool Caps Mono Blister,1,534081,5/31/2026,20,12,240,7,140,7,140,0,0,140
121010645,Paper Mint Spray /Strawberry,1,538812,3/31/2027,24,10,240,5.7,136.8,5.7,136.8,0,0,136.8
121005680,Paper Mints Spray Mint,1,529111,3/31/2027,22,10,220,5.7,125.4,5.7,125.4,0,0,125.4
121009458,Parachute Gold Hair Cream Anti Dandruff 140ml 63564,1,515770,10/30/2026,1,10,10,4.56,4.56,4.56,4.56,0.15,0.68,5.24
121003599,Parachute Hair Cream Anti Dandruff 210ml,1,539008,12/31/2026,3,11,33,8.15,24.45,8.15,24.45,0.15,3.67,28.12
121013917,Parachute Hair Cream Natural Shine 140ml,1,515773,9/30/2026,1,10,10,4.56,4.56,4.56,4.56,0.15,0.68,5.24
121021934,Paradontax Active Gum Repair T.P 75ml,1,525214,1/1/2027,1,36,36,29.67,29.67,29.08,29.08,0.15,4.36,33.44
111001780,Paraxone cap 30s,5979,477721,5/1/2026,3,14.3,42.9,14.3,42.9,8.58,25.74,0,0,25.74
121021181,Parodontax Active Gum Health Extra Fresh 500ml,1,513483,3/3/2026,1,35,35,29.31,29.31,29.31,29.31,0,0,29.31
121021181,Parodontax Active Gum Health Extra Fresh 500ml,1,494165,3/30/2026,2,35,70,27.92,55.84,27.36,54.72,0,0,54.72
121016839,Parodontax Daily Gum Care Mw Extra Fresh 500ml,1,528750,3/31/2027,1,35,35,29.31,29.31,29.31,29.31,0,0,29.31
121016838,Parodontax Daily Gum Care Mw Fresh Mint 500ml,1,545217,6/6/2027,5,35,175,29.31,146.55,28.72,143.62,0,0,143.62
121013719,Parodontax Extra Mouth Wash 300ml 67535,1,515512,9/30/2025,1,32,32,29.31,29.31,29.31,29.31,0,0,29.31
121013719,Parodontax Extra Mouth Wash 300ml 67535,1,546811,12/30/2026,5,32,160,29.31,146.55,29.31,146.55,0,0,146.55
121020169,Parodontax Gum +Breath Sensitivity 75ml,1,528752,12/30/2025,3,37,111,29.67,89.01,29.67,89.01,0.15,13.35,102.36
121020169,Parodontax Gum +Breath Sensitivity 75ml,1,545211,6/6/2026,3,37,111,29.67,89.01,29.08,87.23,0.15,13.08,100.31
121020172,Parodontax Gum Breath Sensitivity Whitening T/P 75ML,1,528753,1/31/2026,3,37,111,29.67,89.01,29.67,89.01,0.15,13.35,102.36
121016345,Parodontax T.B Expert Clean Soft 67389,1,545200,4/4/2029,7,25,175,20.6,144.2,20.19,141.32,0,0,141.32
121016075,Parodontax T.P Complete Protection Extra Fresh 75ml,1,533309,2/1/2027,1,35,35,28,28,28,28,0.15,4.2,32.2
