Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
111003830,Predo 5mg 30tab,8223,546034,8/1/2030,5,13,65,13,65,9.43,47.13,0,0,47.13
121011340,Pregnacare 30Cap,prs2310t,510954,8/1/2030,1,20.4,20.4,20.4,20.4,16.15,16.15,0,0,16.15
121011340,Pregnacare 30Cap,PRS2320T,513733,8/1/2030,2,20.4,40.8,20.4,40.8,17,34,0,0,34
121011340,Pregnacare 30Cap,PRS2401T,536362,8/1/2030,2,20.4,40.8,20.4,40.8,17,34,0,0,34
121011340,Pregnacare 30Cap,PRS2324T,532508,8/1/2030,1,20.4,20.4,20.4,20.4,17,17,0,0,17
121003740,Pregnancy  Test  (Side),1,476790,8/1/2030,9,10,90,2.9,26.1,2.9,26.1,0,0,26.1
121003740,Pregnancy  Test  (Side),1,534060,8/1/2030,1,10,10,2.6,2.6,2.6,2.6,0,0,2.6
121003741,Pregnancy Test ( Pen ),1,513431,8/1/2030,36,20,720,4.4,158.4,4.4,158.4,0,0,158.4
121003741,Pregnancy Test ( Pen ),1,505423,8/1/2030,1,20,20,5.8,5.8,5.8,5.8,0,0,5.8
121003741,Pregnancy Test ( Pen ),1,483966,8/1/2030,6,20,120,5.8,34.8,5.8,34.8,0,0,34.8
121019784,Presense Easy R003,W00130415,513734,8/1/2030,2,24,48,24,48,10,20,0,0,20
151001313,Prila Cream 5 GM,1014086,545658,8/1/2030,4,55,220,55,220,27.04,108.18,0,0,108.18
111003938,Prima D3 10000 Softgel Caps,BC0224,540981,8/1/2030,2,19.25,38.5,19.25,38.5,13.48,26.95,0,0,26.95
131000701,Primalac Ultima No 1 900gm,1,545250,8/1/2030,3,91,273,73.25,219.75,73.25,219.75,0.15,32.96,252.71
131000701,Primalac Ultima No 1 900gm,1,545388,8/1/2030,1,91,91,73.25,73.25,73.25,73.25,0.15,10.99,84.24
131000701,Primalac Ultima No 1 900gm,1,510606,8/1/2030,1,91,91,80,80,80,80,0.15,12,92
131000709,Primalac Ultima No 1400gm,1,510605,8/1/2030,1,43,43,37.9,37.9,37.9,37.9,0.15,5.69,43.59
131000709,Primalac Ultima No 1400gm,1,529319,8/1/2030,4,43,172,37.9,151.6,37.9,151.6,0.15,22.74,174.34
131000702,Primalac Ultima No 2 400gm,1,527232,8/1/2030,4,43,172,36.55,146.2,36.55,146.2,0.15,21.93,168.13
131000702,Primalac Ultima No 2 400gm,1,510579,8/1/2030,1,43,43,36.55,36.55,36.55,36.55,0.15,5.48,42.03
131000702,Primalac Ultima No 2 400gm,1,545249,8/1/2030,2,43,86,37.9,75.8,37.9,75.8,0.15,11.37,87.17
131000692,Primalac Ultima No 2 900gm,1,545389,8/1/2030,1,91,91,73.25,73.25,73.25,73.25,0.15,10.99,84.24
131000692,Primalac Ultima No 2 900gm,1,505516,8/1/2030,2,91,182,70,140,70,140,0.15,21,161
131000707,Primalac Ultima No.3 900gm,1,524157,8/1/2030,1,89,89,75.65,75.65,75.65,75.65,0.15,11.35,87
131000707,Primalac Ultima No.3 900gm,1,549985,8/1/2030,2,89,178,76,152,76,152,0.15,22.8,174.8
131000705,Primalac Ultima No3 400gm,1,527233,8/1/2030,2,43,86,36.55,73.1,36.55,73.1,0.15,10.97,84.07
111001857,Primolut- N 5mg 30tab,WEX45X,546210,8/1/2030,4,18.4,73.6,18.4,73.6,15.33,61.34,0,0,61.34
121006811,Princess Chamsy Hair Spray 337ml,665,533919,8/1/2030,3,18,54,9.5,28.5,9.5,28.5,0.15,4.28,32.78
121006811,Princess Chamsy Hair Spray 337ml,655555,534084,8/1/2030,3,18,54,9.5,28.5,9.5,28.5,0.15,4.28,32.78
121006812,Princess Chamsy Hair Spray Sumall,6565,534083,8/1/2030,5,10,50,5,25,5,25,0.15,3.75,28.75
121006812,Princess Chamsy Hair Spray Sumall,1,534082,8/1/2030,7,10,70,5,35,5,35,0.15,5.25,40.25
111004034,Priorin N 90 caps,SA0036,549187,8/1/2030,2,86.55,173.1,86.55,173.1,75.26,150.53,0,0,150.53
111003158,Pristiq 50mg 30Tab,8169030,535706,8/1/2030,2,78.5,157,78.5,157,68.26,136.53,0,0,136.53
121014653,Private Maxi Pocket Night 24x6 l306,1,432767,8/1/2030,6,18,108,14.83,89,14.83,89,0.15,13.35,102.35
143000177,Private Maxi Pocket Night 8x12 L305,1,435628,8/1/2030,12,7,84,5.58,67,5.58,67,0.15,10.05,77.05
143000150,Private Maxi Pocket Normal 6x30 L302,1,432808,8/1/2030,5,18,90,14.83,74.17,14.83,74.17,0.15,11.13,85.3
143000315,Private Maxi Pocket Super 6x50,1,432869,8/1/2030,5,24,120,20.17,100.83,20.17,100.83,0.15,15.12,115.95
143000158,Private Maxi Pocket Super 9x12 L303,1,504389,8/1/2030,6,7,42,5.58,33.48,5.58,33.48,0.15,5.02,38.5
143000339,Private Maxi Wf Night 6x48,1,432868,8/1/2030,6,29,174,23.83,143,23.83,143,0.15,21.45,164.45
143000132,Private Regular Thin 12x18 Pads,1,439012,8/1/2030,6,17,102,13.75,82.5,13.75,82.5,0.15,12.38,94.88
143000153,Private Thin Normal Eco 18x12,1,432866,8/1/2030,12,17,204,13.75,165,13.75,165,0.15,24.75,189.75
143000153,Private Thin Normal Eco 18x12,1,432713,8/1/2030,1,16,16,13.33,13.33,13.33,13.33,0.15,2,15.33
143000230,Private Ultra Missteen 20x9 L408,1,435548,8/1/2030,12,17,204,13.78,165.33,13.78,165.33,0.15,24.8,190.13
143000231,Private Ultra Night 14x9 L406,1,432867,8/1/2030,12,17,204,13.78,165.33,13.78,165.33,0.15,24.8,190.13
143000227,Private Ultra Super 16x12 L404,1,474848,8/1/2030,3,17,51,13.75,41.25,13.75,41.25,0.15,6.19,47.44
111001866,Procto - Glyvenol Cream 30 g,YA9R,536752,8/1/2030,2,20.25,40.5,20.25,40.5,16.88,33.75,0,0,33.75
111001867,Procto Glyvenol 400mg 10 Supp,g20013,549105,8/1/2030,8,26.7,213.6,26.7,213.6,22.25,177.99,0,0,177.99
111001869,Prof  Oral Susp.,4PC151D,540630,8/1/2030,5,7.2,36,7.2,36,5.22,26.1,0,0,26.1
111001869,Prof  Oral Susp.,4PC158D,545638,8/1/2030,6,7.2,43.2,7.2,43.2,5.22,31.32,0,0,31.32
111001869,Prof  Oral Susp.,4pc150d,528990,8/1/2030,1,7.2,7.2,5.22,5.22,5.22,5.22,0,0,5.22
111001870,Prof 400 mg / 30 tab,4LQ546,546211,8/1/2030,1,13.6,13.6,13.6,13.6,9.07,9.07,0,0,9.07
111003513,Prof cold &flu 20cap,4MT109,545801,8/1/2030,2,12.45,24.9,12.45,24.9,8.3,16.6,0,0,16.6
121019017,Professional  Massage Loofa 4526,1,539509,8/1/2030,6,10,60,5.5,33,5.5,33,0.15,4.95,37.95
121019020,Professional  Wood Hair Brush 2886,1,461620,8/1/2030,1,10.43,10.43,6.68,6.68,6.68,6.68,0.15,1,7.68
121019013,Professional Bath Ball Loofa 4556,1,548158,8/1/2030,5,10,50,3.94,19.7,3.94,19.7,0.15,2.96,22.66
121019014,Professional Bath Ball Loofa 4557,1,529128,8/1/2030,6,7,42,3.5,21,3.5,21,0.15,3.15,24.15
121019450,Professional Bath Loofa 4545,1,548159,8/1/2030,6,18,108,10.41,62.46,10.41,62.46,0.15,9.37,71.83
121020623,Professional Black Loofa 4553,1,548160,8/1/2030,5,20,100,11.25,56.25,11.25,56.25,0.15,8.44,64.69
121019451,Professional Black Loofa 4558,1,525140,8/1/2030,6,16,96,7.59,45.54,7.59,45.54,0.15,6.83,52.37
121019452,Professional Black Masage Loofa 4507,1,548161,8/1/2030,6,16,96,7.31,43.86,7.31,43.86,0.15,6.58,50.44
121019453,Professional Black Masage Loofa 4539,1,539027,8/1/2030,5,16,80,7.31,36.55,7.31,36.55,0.15,5.48,42.03
121018270,Professional Comb 101c,1,515707,8/1/2030,6,10,60,4.5,27,4.5,27,0.15,4.05,31.05
121020480,Professional Female Razors 2914,1,515708,8/1/2030,1,12,12,5.06,5.06,5.06,5.06,0.15,0.76,5.82
121020480,Professional Female Razors 2914,1,548162,8/1/2030,6,12,72,5.5,33,5.5,33,0.15,4.95,37.95
121022258,Professional Glove Massage Loofa 4524,1,548163,8/1/2030,6,10,60,4,24,4,24,0.15,3.6,27.6
121019016,Professional Glove Massage Loofa 4525,1,548164,8/1/2030,6,8,48,3.88,23.28,3.88,23.28,0.15,3.49,26.77
121019615,Professional Hair Caps 4772,1,461633,8/1/2030,3,12,36,7.68,23.04,7.68,23.04,0.15,3.46,26.5
121018273,Professional Hair Color Brush Black 3107,1,467105,8/1/2030,1,8,8,2.25,2.25,2.25,2.25,0.15,0.34,2.59
121018274,Professional Hair Color Brush Small 3106,1,461623,8/1/2030,1,5.5,5.5,3.52,3.52,3.52,3.52,0.15,0.53,4.05
121019650,Professional Massage Loofa 4504,1,539508,8/1/2030,3,17,51,9,27,9,27,0.15,4.05,31.05
121019664,Professional Natura Massage Loofa 4531,1,548165,8/1/2030,6,19,114,12.38,74.28,12.38,74.28,0.15,11.14,85.42
121019665,Professional Natura Massage Loofa 4532,1,525141,8/1/2030,6,18,108,10.97,65.82,10.97,65.82,0.15,9.87,75.69
121020562,Professional Wood Comb 2884,1,461616,8/1/2030,2,8,16,5.12,10.24,5.12,10.24,0.15,1.54,11.78
111001874,Profinal Syrup,1160,536760,8/1/2030,1,7.9,7.9,7.9,7.9,5.49,5.49,0,0,5.49
111001874,Profinal Syrup,2100,546212,8/1/2030,12,7.9,94.8,7.9,94.8,5.53,66.37,0,0,66.37
131000565,Progress Gold 1600g,1,525344,8/1/2030,2,155.47,310.94,148.25,296.5,148.25,296.5,0.15,44.48,340.98
131000224,Progress Gold Powder 400×24,1,524135,8/1/2030,4,40,160,37.3,149.2,37.3,149.2,0.15,22.38,171.58
131000224,Progress Gold Powder 400×24,1,548556,8/1/2030,6,40,240,36.91,221.46,36.91,221.46,0.15,33.22,254.68
131000225,Progress Gold Powder 900×6,1,532109,8/1/2030,1,74,74,70.65,70.65,70.65,70.65,0.15,10.6,81.25
131000225,Progress Gold Powder 900×6,1,517929,8/1/2030,1,74,74,70.65,70.65,70.65,70.65,0.15,10.6,81.25
131000225,Progress Gold Powder 900×6,1,548511,8/1/2030,3,74,222,69.91,209.73,69.91,209.73,0.15,31.46,241.19
121019843,Promax Wax Softmmer,1,448978,8/1/2030,1,50,50,50,50,32.5,32.5,0.15,4.88,37.38
131000614,Promil Gold 1600g,1,536829,8/1/2030,1,172,172,164,164,164,164,0.15,24.6,188.6
131000614,Promil Gold 1600g,1,539667,8/1/2030,1,172,172,164,164,164,164,0.15,24.6,188.6
131000228,Promil Gold 400 ×24,1,520021,8/1/2030,2,43.07,86.14,41.55,83.1,41.55,83.1,0.15,12.47,95.57
131000228,Promil Gold 400 ×24,1,545247,8/1/2030,5,43.07,215.35,40.9,204.5,40.9,204.5,0.15,30.68,235.18
131000228,Promil Gold 400 ×24,1,545400,8/1/2030,6,43.07,258.42,40.92,245.52,40.92,245.52,0.15,36.83,282.35
131000229,Promil Gold 900× 6,1,540442,8/1/2030,3,84,252,77.5,232.5,77.5,232.5,0.15,34.88,267.38
111001888,Propolsaft Syrup,K8447,512668,8/1/2030,2,49,98,49,98,35.53,71.06,0,0,71.06
111001888,Propolsaft Syrup,k8447,503969,8/1/2030,2,49,98,49,98,35.53,71.06,0,0,71.06
111001891,Prospan syrup,23K056A,540614,8/1/2030,1,39.5,39.5,39.5,39.5,25.35,25.35,0,0,25.35
111001891,Prospan syrup,23K057A,545639,8/1/2030,1,39.5,39.5,39.5,39.5,25.35,25.35,0,0,25.35
111001902,Protoprazole 40mg 15 tab,4UF288,549199,8/1/2030,3,35.15,105.45,35.15,105.45,21.97,65.91,0,0,65.91
111002724,Proxen 250mg 20Tap,629v01,541338,8/1/2030,3,26.35,79.05,26.35,79.05,18.3,54.9,0,0,54.9
111001909,Proxen 500mg 20tab,736V01,545685,8/1/2030,3,35.3,105.9,35.3,105.9,27.95,83.84,0,0,83.84
121017693,Pslove Pain Relief Plaster,1,433883,8/1/2030,1,50,50,29,29,29,29,0,0,29
111004795,Pure Zinc 60 Caps,l2840,548434,8/1/2030,3,50,150,50,150,22.5,67.5,0.15,10.13,77.63
121003790,PureSkin Virginity Herbal Soap 135 g,1,496408,8/1/2030,6,11,66,8,48,8,48,0,0,48
111001924,Pyralvex 10ml paint,23DJ90,546213,8/1/2030,4,15.1,60.4,15.1,60.4,12.58,50.34,0,0,50.34
121015826,Q.V Baby Moisturising Cream 100g,412938,506347,8/1/2030,1,62,62,37.82,37.82,37.82,37.82,0.15,5.67,43.49
121015827,Q.V Baby Moisturising Cream 250g,55101,511157,8/1/2030,1,105,105,68.88,68.88,68.88,68.88,0.15,10.33,79.21
121015827,Q.V Baby Moisturising Cream 250g,1,533327,8/1/2030,2,110,220,65.1,130.2,65.1,130.2,0.15,19.53,149.73
121015836,Q.V Baby Skin Lotion 250g,1,456810,8/1/2030,1,55,55,33.55,33.55,33.55,33.55,0.15,5.03,38.58
121015836,Q.V Baby Skin Lotion 250g,1,456311,8/1/2030,1,55,55,33.55,33.55,33.55,33.55,0.15,5.03,38.58
121003810,Q.V Bar 100 g,1,533329,8/1/2030,3,39,117,24.18,72.54,24.18,72.54,0.15,10.88,83.42
121003812,Q.V Cream 250 g,56038,525710,8/1/2030,1,115,115,115,115,77.28,77.28,0.15,11.59,88.87
121003812,Q.V Cream 250 g,1,495060,8/1/2030,1,115,115,70.15,70.15,70.15,70.15,0.15,10.52,80.67
121015797,Q.V Cream 500gm,1,509070,8/1/2030,1,160,160,97.6,97.6,97.6,97.6,0.15,14.64,112.24
121017188,Q.V Face Gentle Foaming Cleanser 150ml,55053,511152,8/1/2030,1,95,95,62.32,62.32,62.32,62.32,0.15,9.35,71.67
121017189,Q.V Face Rescue Gel With Avemide 25gm,54602,511108,8/1/2030,1,110,110,110,110,72.16,72.16,0.15,10.82,82.98
121019970,Q.v Flare Up Wash 150ml,55954,511154,8/1/2030,1,70,70,45.92,45.92,45.92,45.92,0.15,6.89,52.81
121015823,Q.V Gentle Wash 250ml,55937,511148,8/1/2030,1,76,76,49.86,49.86,49.86,49.86,0.15,7.48,57.34
121017190,Q.V Intensive Body Moisturiser 100gm,55617,511151,8/1/2030,1,78,78,51.17,51.17,51.17,51.17,0.15,7.68,58.85
121003818,Q.V Lip Balm 15 g,1,488682,8/1/2030,1,35,35,22.57,22.57,22.57,22.57,0.15,3.39,25.96
121003818,Q.V Lip Balm 15 g,1,485253,8/1/2030,1,35,35,22.57,22.57,22.57,22.57,0.15,3.39,25.96
121003819,Q.V Skin Lotion 250 ml,55458,511147,8/1/2030,1,69,69,45.27,45.27,45.27,45.27,0.15,6.79,52.06
111002599,Queen Royal Jelly 1000mg 30Cap,eb01-0412,538263,8/1/2030,1,198,198,198,198,132.58,132.58,0,0,132.58
111003007,Queen Royal Jelly 2000mg,eb01-0444,538264,8/1/2030,1,218,218,218,218,145.97,145.97,0,0,145.97
121003821,Radian Massage Cream 100 Gr,66RX,540982,8/1/2030,4,28,112,28,112,17.97,71.87,0,0,71.87
111004056,Radian Massage Cream 40gm,26sa,541340,8/1/2030,2,16,32,16,32,10.26,20.51,0,0,20.51
111004651,Rafol 1mg 50 tab,240026,535707,8/1/2030,3,15.3,45.9,15.3,45.9,9.81,29.44,0,0,29.44
121003829,Rani Jolie 604 Lashes Glue In Black,1,273511,8/1/2030,5,20,100,20,100,10,50,0.15,7.5,57.5
121003830,Rani Jolie 605 Lashes Glue In Clear,1,273969,8/1/2030,3,20,60,20,60,10,30,0.15,4.5,34.5
151000865,Rani Jolie 626 Nail Glue,1,273512,8/1/2030,1,20,20,20,20,10,10,0.15,1.5,11.5
121003839,Rani Jolie French Manicure Nail Tips 628,1,337808,8/1/2030,2,25,50,25,50,15,30,0.15,4.5,34.5
121020642,Rani Jolie French Manicure Nail Tips 814,1,464445,8/1/2030,2,32,64,32,64,19.2,38.4,0.15,5.76,44.16
121020644,Rani Jolie French Manicure Nail Tips 816,1,464447,8/1/2030,3,32,96,32,96,19.2,57.6,0.15,8.64,66.24
121020645,Rani Jolie French Manicure Nail Tips 817,1,464448,8/1/2030,3,32,96,32,96,19.2,57.6,0.15,8.64,66.24
121020647,Rani Jolie Quick Shinner Buffer 1133,1,464450,8/1/2030,1,12,12,12,12,7.2,7.2,0.15,1.08,8.28
111001943,Rapidus 50/20,4MX873,545643,8/1/2030,2,29.1,58.2,29.1,58.2,16.25,32.5,0,0,32.5
111001945,Rectacure Cream 30 gm,8108,540983,8/1/2030,2,15,30,15,30,10,20,0,0,20
121015580,Red Fox Lanoilin Hair Food 8oz 227g,1,447985,8/1/2030,1,25,25,21,21,13.65,13.65,0.15,2.05,15.7
111004418,Redex 20mg 5Tab,24008,536771,8/1/2030,3,63.2,189.6,63.2,189.6,28.47,85.41,0,0,85.41
111001953,Regaine 5% Topical Solution 60ml /bottle,4022810,541217,8/1/2030,1,86.35,86.35,86.35,86.35,68.26,68.26,0,0,68.26
143000154,Relax Maternity 10x20 L500,1,452091,8/1/2030,7,16.34,114.38,12.4,86.8,12.4,86.8,0.15,13.02,99.82
111001956,Relaxon 250mg 30 caps,BC0488,549189,8/1/2030,6,24.15,144.9,24.15,144.9,15.5,92.98,0,0,92.98
121008334,Reliefrite Ice Bag 6,1,465695,8/1/2030,1,20,20,14,14,14,14,0,0,14
111001961,Remox  500 cap,235038,499479,8/1/2030,7,36.35,254.45,36.35,254.45,8.66,60.59,0,0,60.59
111001969,Repaderm Gel 100gm,7743,538267,8/1/2030,1,20,20,20,20,12,12,0,0,12
111001972,Reparil 40 Tab,8165473,531249,8/1/2030,1,20.6,20.6,17.17,17.17,17.17,17.17,0,0,17.17
111001972,Reparil 40 Tab,8178454,546215,8/1/2030,2,20.6,41.2,20.6,41.2,17.17,34.34,0,0,34.34
111001974,Reparil Gel N 40gm,8169831,547660,8/1/2030,4,18.45,73.8,15.37,61.48,15.37,61.48,0,0,61.48
111003778,Respred Syrup 15mg/5ml 120ml,17358,524008,8/1/2030,3,37.8,113.4,37.8,113.4,27.41,82.22,0,0,82.22
111003778,Respred Syrup 15mg/5ml 120ml,1,506407,8/1/2030,2,37.8,75.6,37.8,75.6,25.2,50.4,0,0,50.4
111003777,Respred Syrup 5mg/5ml 120ml,1,506406,8/1/2030,2,16.7,33.4,16.7,33.4,11.13,22.27,0,0,22.27
111003777,Respred Syrup 5mg/5ml 120ml,17407,524009,8/1/2030,2,16.7,33.4,16.7,33.4,12.11,24.22,0,0,24.22
111004243,Rewaqol 50 Cap,EB03-0334,526207,8/1/2030,3,79.75,239.25,79.75,239.25,55.83,167.48,0,0,167.48
151001757,Rexi Care Hot Cold Large,1,498870,8/1/2030,2,60,120,35,70,35,70,0.15,10.5,80.5
151001645,Rexi Care Hot Cold Pack xl,1,463780,8/1/2030,1,80,80,45,45,45,45,0.15,6.75,51.75
121018369,Rexona Deo Aerosol For Men Max Protection 96Hr 150ml,1,469435,8/1/2030,4,27,108,23.64,94.56,23.64,94.56,0.15,14.18,108.74
121015561,Rexona Deo Spray Antibacterial Protection Women 150ml,1,534122,8/1/2030,1,25,25,15.26,15.26,15.26,15.26,0.15,2.29,17.55
121015561,Rexona Deo Spray Antibacterial Protection Women 150ml,1,548076,8/1/2030,6,25,150,15.26,91.56,15.26,91.56,0.15,13.73,105.29
121014330,Rexona Deo Spray Cotton Dry Women 150ml,1,548074,8/1/2030,5,25,125,15.26,76.3,15.26,76.3,0.15,11.45,87.75
121018285,Rexona Deo Spray For Men Stay Fresh Charcoal Detox 150m,1,516055,8/1/2030,2,27,54,17.08,34.16,17.08,34.16,0.15,5.12,39.28
121014676,Rexona Deo Spray Invisible Black White Men 150ml,1,500747,8/1/2030,1,25,25,15.44,15.44,15.44,15.44,0.15,2.32,17.76
121021218,Rexona Deo Spray Invisible Fresh 150ml,1,496721,8/1/2030,1,25,25,15.82,15.82,15.82,15.82,0.15,2.37,18.19
121021219,Rexona Deo Spray Men Ice Fresh 150ml,1,496722,8/1/2030,1,25,25,15.82,15.82,15.82,15.82,0.15,2.37,18.19
121021758,Rexona Deo Spray Men Lime Fresh 150ml,1,512567,8/1/2030,3,25,75,14.69,44.07,14.69,44.07,0.15,6.61,50.68
121014331,Rexona Deo Spray Powder Dry Women 150ml,1,547924,8/1/2030,4,25,100,15.26,61.04,15.26,61.04,0.15,9.16,70.2
121014329,Rexona Deo Spray Shower Fresh Women 150ml,1,548075,8/1/2030,5,25,125,15.26,76.3,15.26,76.3,0.15,11.45,87.75
121021262,Rexona Deo Spray Woman Bambo + Aloe 150ml,1,547123,8/1/2030,5,25,125,15.26,76.3,15.26,76.3,0.15,11.45,87.75
121021262,Rexona Deo Spray Woman Bambo + Aloe 150ml,1,534116,8/1/2030,2,25,50,15.26,30.52,15.26,30.52,0.15,4.58,35.1
121016272,Rexona Deo Stick Antibacterial Invisible Men 40g,1,510994,8/1/2030,2,18,36,11.25,22.5,11.25,22.5,0.15,3.38,25.88
121016272,Rexona Deo Stick Antibacterial Invisible Men 40g,1,548071,8/1/2030,4,18,72,10.25,41,10.25,41,0.15,6.15,47.15
121016273,Rexona Deo Stick Antibacterial Invisible Women 40g,1,547922,8/1/2030,6,18,108,12.8,76.8,12.8,76.8,0.15,11.52,88.32
121003894,Rexona Deo Stick Cotton Dry 40g,1,547921,8/1/2030,6,18,108,12.8,76.8,12.8,76.8,0.15,11.52,88.32
121012190,Rexona Deo Stick Extra Cool Amet 40g,1,510220,8/1/2030,2,18,36,11.25,22.5,11.25,22.5,0.15,3.38,25.88
121012957,Rexona Deo Stick Men Active Amet 40g 207377,1,516050,8/1/2030,1,18,18,11.25,11.25,11.25,11.25,0.15,1.69,12.94
121012957,Rexona Deo Stick Men Active Amet 40g 207377,1,548070,8/1/2030,6,18,108,10.25,61.5,10.25,61.5,0.15,9.23,70.73
121015632,Rexona Deo Stick Powder Dry 40g,1,548068,8/1/2030,6,18,108,12.8,76.8,12.8,76.8,0.15,11.52,88.32
121015633,Rexona Deo Stick Shower Fresh 40g,1,548069,8/1/2030,6,18,108,12.8,76.8,12.8,76.8,0.15,11.52,88.32
121012960,Rexona Deo Stick Women Bamboo Amet 40g,1,547128,8/1/2030,6,18,108,12.8,76.8,12.8,76.8,0.15,11.52,88.32
121012960,Rexona Deo Stick Women Bamboo Amet 40g,1,534118,8/1/2030,3,18,54,12.8,38.4,12.8,38.4,0.15,5.76,44.16
121016958,Rexona Deo Stick women Workout Hi Impact 40gm,1,516052,8/1/2030,4,18,72,11.25,45,11.25,45,0.15,6.75,51.75
121015878,Rexona Roll On Antibacterial Protection Women 50ml,1,548073,8/1/2030,5,17,85,10.25,51.25,10.25,51.25,0.15,7.69,58.94
121003898,Rexona Roll On Bamboo 50ml 203620,1,473136,8/1/2030,1,17,17,10.25,10.25,10.25,10.25,0.15,1.54,11.79
121003898,Rexona Roll On Bamboo 50ml 203620,1,548072,8/1/2030,6,17,102,10.25,61.5,10.25,61.5,0.15,9.23,70.73
121003898,Rexona Roll On Bamboo 50ml 203620,1,476485,8/1/2030,1,17,17,10.25,10.25,10.25,10.25,0.15,1.54,11.79
121010994,Rexona Roll On Extra Cool 50ml,1,547132,8/1/2030,3,17,51,10.25,30.75,10.25,30.75,0.15,4.61,35.36
111001983,Rhinathiol adult syrup,782,540726,8/1/2030,1,11.35,11.35,11.35,11.35,9.46,9.46,0,0,9.46
111001984,Rhinathiol paed syp,732,531250,8/1/2030,9,8.7,78.3,7.25,65.25,7.25,65.25,0,0,65.25
111001985,Rhinathiol prom syp,539,540480,8/1/2030,1,8.1,8.1,8.1,8.1,6.75,6.75,0,0,6.75
111001986,Rhinocort Aqua 64mcg/dose bt/10ml,bt448,503657,8/1/2030,1,50.65,50.65,50.65,50.65,40.94,40.94,0,0,40.94
111002940,Riagesic 100 mg Drops,24DA11,538122,8/1/2030,7,7.5,52.5,7.5,52.5,6.25,43.75,0,0,43.75
111004322,Riapanta 40 Mg 15 Tab,22DK98,546216,8/1/2030,2,28.5,57,28.5,57,14.01,28.03,0,0,28.03
111003831,Riapanta 40mg 30 tab,22dk99,490875,8/1/2030,1,50.8,50.8,50.8,50.8,24.98,24.98,0,0,24.98
111002009,Riaxine 100ml syrup,23DG05,526761,8/1/2030,3,9,27,9,27,6.84,20.52,0,0,20.52
