Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
121020199,Dove Body Wash Invigorating Ritual Avocado 500ml,1,501252,8/1/2030,1,53,53,35.75,35.75,35.75,35.75,0.15,5.36,41.11
121019063,Dove Body Wash Reviving Pomegrante And Hibiscus 500ml,1,504393,8/1/2030,1,45,45,29.75,29.75,29.75,29.75,0.15,4.46,34.21
121001018,Dove Cond Hair Fall Therapy 350ml,1,439306,8/1/2030,2,23,46,14.5,29,14.5,29,0.15,4.35,33.35
121014293,Dove Cond Nourshing Oil Care 350ml,1,539104,8/1/2030,3,23,69,14.5,43.5,14.5,43.5,0.15,6.53,50.03
121016979,Dove Cond Reparing Ritual Coconut 350ml,1,539105,8/1/2030,2,27,54,16.45,32.9,16.45,32.9,0.15,4.94,37.84
121016969,Dove Conditioner Daily Care 350ml,1,476404,8/1/2030,1,20,20,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121013808,Dove Deo Aero Extra Fresh Men Amex 150ml 207913,1,539045,8/1/2030,3,28,84,17.47,52.41,17.47,52.41,0.15,7.86,60.27
121013808,Dove Deo Aero Extra Fresh Men Amex 150ml 207913,1,495175,8/1/2030,4,28,112,19.07,76.28,19.07,76.28,0.15,11.44,87.72
121001030,Dove Deo Cream Original 50ml 203029,1,547792,8/1/2030,9,22,198,13,117,13,117,0.15,17.55,134.55
121014287,Dove Deo Invisible Dry Aersol Women 150 ml,1,528632,8/1/2030,2,28,56,17.47,34.94,17.47,34.94,0.15,5.24,40.18
121014997,Dove Deo Roll On Go Fresh 50ml,1,547793,8/1/2030,3,20,60,12.33,36.99,12.33,36.99,0.15,5.55,42.54
121016663,Dove Deo Roll Restoring Ritual Coconut 50ml,1,515904,8/1/2030,3,23,69,15.4,46.2,15.4,46.2,0.15,6.93,53.13
121001033,Dove Deo Spray Original 150ml,1,539046,8/1/2030,1,28,28,17.47,17.47,17.47,17.47,0.15,2.62,20.09
121001033,Dove Deo Spray Original 150ml,1,528633,8/1/2030,1,28,28,17.47,17.47,17.47,17.47,0.15,2.62,20.09
121001038,Dove Deo Stick Fresh Touch 40 g,1,546741,8/1/2030,6,23,138,16.11,96.66,16.11,96.66,0.15,14.5,111.16
121012186,Dove Deo Stick Invisible Dry Amet 40g,1,548192,8/1/2030,6,23,138,16.11,96.66,16.11,96.66,0.15,14.5,111.16
121001039,Dove Deo Stick Original 40 g,1,538747,8/1/2030,1,23,23,16.11,16.11,16.11,16.11,0.15,2.42,18.53
121001039,Dove Deo Stick Original 40 g,1,548193,8/1/2030,5,23,115,16.11,80.55,16.11,80.55,0.15,12.08,92.63
121001057,Dove Intensive Cream 250ml 203036,1,512960,8/1/2030,1,18,18,12.6,12.6,12.6,12.6,0.15,1.89,14.49
121001057,Dove Intensive Cream 250ml 203036,1,469080,8/1/2030,6,18,108,12.6,75.6,12.6,75.6,0.15,11.34,86.94
121001057,Dove Intensive Cream 250ml 203036,1,449412,8/1/2030,2,18,36,13.5,27,13.5,27,0.15,4.05,31.05
121001058,Dove Intensive Cream 75ml,1,496406,8/1/2030,11,8,88,4.8,52.8,4.8,52.8,0.15,7.92,60.72
121019188,Dove Oil Replacement Reparing Ritual 300ml,1,472672,8/1/2030,1,22,22,15.18,15.18,15.18,15.18,0.15,2.28,17.46
121014295,Dove Oil Replacment Hair Fall Rescue  350 ml,1,463249,8/1/2030,3,22,66,15.18,45.54,15.18,45.54,0.15,6.83,52.37
121020044,Dove Roll On Pomegrnate 50ml,1,547794,8/1/2030,5,20,100,12.33,61.65,12.33,61.65,0.15,9.25,70.9
121001072,Dove Sham Colour Repair Therapy 400ml,1,463369,8/1/2030,2,21,42,12.8,25.6,12.8,25.6,0.15,3.84,29.44
121009274,Dove Sham Hair Fall Rescue Therapy 200ml 207615,1,548190,8/1/2030,6,13,78,7.75,46.5,7.75,46.5,0.15,6.98,53.48
121001076,Dove Sham Hair Fall Rescue Therapy 400ml 207623,1,469082,8/1/2030,2,21,42,12.8,25.6,12.8,25.6,0.15,3.84,29.44
121001075,Dove Sham Hair Fall Therapy 200ml,1,528628,8/1/2030,2,13,26,7.75,15.5,7.75,15.5,0.15,2.33,17.83
121014984,Dove Sham Hair Fall Therapy 600ml,1,462855,8/1/2030,3,31,93,19.5,58.5,19.5,58.5,0.15,8.78,67.28
121014984,Dove Sham Hair Fall Therapy 600ml,1,439314,8/1/2030,2,31,62,20.25,40.5,20.25,40.5,0.15,6.08,46.58
121014984,Dove Sham Hair Fall Therapy 600ml,1,476372,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121014985,Dove Sham Intensive RepairTherapy 600ml,1,439317,8/1/2030,1,31,31,20.25,20.25,20.25,20.25,0.15,3.04,23.29
121001079,Dove Sham Moisturizing Therapy 200ml 207610,1,548191,8/1/2030,6,13,78,7.75,46.5,7.75,46.5,0.15,6.98,53.48
121001105,Dove Sham Moisturizing Therapy 600ml,1,512494,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121014284,Dove Sham Nourishing Oil Care 200 ml,1,528629,8/1/2030,7,13,91,7.75,54.25,7.75,54.25,0.15,8.14,62.39
121015550,Dove Sham Nourishing Oil Care 600ml,1,512496,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121015550,Dove Sham Nourishing Oil Care 600ml,1,462858,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121015551,Dove Sham Split Ends Rescue 600ml,1,462859,8/1/2030,2,31,62,19.5,39,19.5,39,0.15,5.85,44.85
121015551,Dove Sham Split Ends Rescue 600ml,1,512499,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121022089,Dove Shampo Daily Care 2IN1 590ml,1,539040,8/1/2030,3,29,87,11.2,33.6,11.2,33.6,0.15,5.04,38.64
121015504,Dove Shampoo Anti-Dandruf 600ml,+65++62++,448346,8/1/2030,1,29,29,26.1,26.1,16.97,16.97,0.15,2.55,19.52
121015504,Dove Shampoo Anti-Dandruf 600ml,158165,448343,8/1/2030,1,29,29,28,28,18.2,18.2,0.15,2.73,20.93
121015504,Dove Shampoo Anti-Dandruf 600ml,633,448339,8/1/2030,2,29,58,26,52,16.9,33.8,0.15,5.07,38.87
121015504,Dove Shampoo Anti-Dandruf 600ml,1,512482,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121015504,Dove Shampoo Anti-Dandruf 600ml,14,448341,8/1/2030,5,29,145,28,140,18.2,91,0.15,13.65,104.65
121009524,Dove Shampoo Daily Care 2 IN 1 Therpay 700ml 207628,1,512485,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
121001091,Dove Shampoo Daily Care Therapy 600ml,1,512487,8/1/2030,1,31,31,19.5,19.5,19.5,19.5,0.15,2.93,22.43
111000777,Doxydar 100mg 10 caps,632,546149,8/1/2030,2,12.1,24.2,12.1,24.2,8.47,16.94,0,0,16.94
121019909,Dr.Brush Dental Wax,1,534058,8/1/2030,4,10,40,3.75,15,3.75,15,0,0,15
121019910,Dr.Brush Interdental Brush,1,505381,8/1/2030,5,20,100,10,50,10,50,0,0,50
111000778,Drossa-Nose oint. tubes 20 g,91123,540510,8/1/2030,1,29.95,29.95,29.95,29.95,24.96,24.96,0,0,24.96
111004071,Duetact 30/4 MG 30 Tab,7597,546151,8/1/2030,1,125.8,125.8,125.8,125.8,109.4,109.4,0,0,109.4
111004195,Dulcolax 5mg 40 Tab,240282,549325,8/1/2030,10,11.2,112,11.2,112,9.33,93.34,0,0,93.34
111004195,Dulcolax 5mg 40 Tab,240001,540511,8/1/2030,1,11.2,11.2,11.2,11.2,9.33,9.33,0,0,9.33
111003763,Duodart 0.5mg 30Tab,5893410B,547503,8/1/2030,1,103.6,103.6,90.09,90.09,90.09,90.09,0,0,90.09
111000787,Duphalac Oral Solution300 ml,374343,540513,8/1/2030,6,24.4,146.4,24.4,146.4,17.69,106.15,0,0,106.15
111000788,Duphaston 10mg 20 tab,373539,543842,8/1/2030,3,52.9,158.7,52.9,158.7,44.09,132.26,0,0,132.26
121007521,Durex Condom Flavours 12pcs,1,476408,8/1/2030,2,64,128,35.72,71.44,35.72,71.44,0,0,71.44
121016855,Durex Condom Invisible Extra Thin 12pcs,1,464959,8/1/2030,2,109,218,59.04,118.08,59.04,118.08,0,0,118.08
121015899,Durex Condom Mutual Pleasure 10pcs,1,539107,8/1/2030,3,64,192,48.96,146.88,48.96,146.88,0,0,146.88
121018829,Durex Condom Thin Feel 6pcs,1,539108,8/1/2030,3,38,114,25.04,75.12,25.04,75.12,0,0,75.12
121009196,Durex Play 2in1 Sensuel Massage 200ml,1,524816,8/1/2030,1,84,84,48.35,48.35,48.35,48.35,0,0,48.35
142000022,Durex Play Cherry Pump 50ml,1,546865,8/1/2030,2,46,92,24.66,49.32,24.66,49.32,0,0,49.32
111000793,Duspatalin 200mg  30 Cap,24200200,545378,8/1/2030,1,48.15,48.15,38.52,38.52,38.52,38.52,0,0,38.52
111000795,E- Mox 125 mg Dry Mix,2302477,484684,8/1/2030,1,6.15,6.15,6.15,6.15,4.05,4.05,0,0,4.05
111000796,E- Mox 250mg Dry mix,2400051,524089,8/1/2030,3,10.25,30.75,10.25,30.75,7.18,21.53,0,0,21.53
111000797,E- Mox 500 mg  Caps,2402978,546152,8/1/2030,2,10.25,20.5,10.25,20.5,7.18,14.35,0,0,14.35
121006629,EAR PLUG FOM سداده,1,534738,8/1/2030,3,12,36,5,15,5,15,0.15,2.25,17.25
111000798,Earcalm Ear Drops 5ml,23DL29,545486,8/1/2030,5,9,45,9,45,7.5,37.5,0,0,37.5
111002815,Easymax Voice Kite System,1,401542,8/1/2030,2,150,300,35,70,35,70,0,0,70
111002812,Easymax Voice Test Strips 50 Blood,1,548739,8/1/2030,3,85,255,62,186,62,186,0,0,186
111004591,Ectollerg Eye Drop,23f014,503778,8/1/2030,3,88.31,264.93,88.31,264.93,76.79,230.38,0,0,230.38
111000805,Efexor XR 150mg 14 cap,GR9635J,549326,8/1/2030,1,95.05,95.05,95.05,95.05,82.66,82.66,0,0,82.66
121005848,ELASTIC WRIST BRACE XL,9999999999,175406,8/1/2030,2,35,70,35,70,22.77,45.54,0,0,45.54
121014422,Elbow Support SB303,1,494153,8/1/2030,2,55,110,35,70,35,70,0,0,70
151000329,Elbow Walking Stick,1,498877,8/1/2030,2,45,90,29,58,29,58,0,0,58
111000814,Elica - M - Cream 30 gm,AN0436,543630,8/1/2030,8,25.55,204.4,25.55,204.4,12.56,100.5,0,0,100.5
111000815,Elica 0.1% Cream 30 gm,AM0128,539263,8/1/2030,1,19.2,19.2,19.2,19.2,9.44,9.44,0,0,9.44
111000815,Elica 0.1% Cream 30 gm,BC0426,543766,8/1/2030,2,19.2,38.4,19.2,38.4,9.44,18.88,0,0,18.88
111000816,Elica 1% Oint. 30 gm,BA0236,540999,8/1/2030,3,18,54,18,54,8.85,26.55,0,0,26.55
111000816,Elica 1% Oint. 30 gm,AI00454,531119,8/1/2030,1,18,18,8.85,8.85,8.85,8.85,0,0,8.85
111000817,Elicasal Oint. 30 gm,BB0320,543592,8/1/2030,2,25.55,51.1,25.55,51.1,14.27,28.53,0,0,28.53
121001190,Elvive 2-1 Anti Dandruff All Hair Shampoo250ml,25586322,448358,8/1/2030,1,15,15,14,14,9.1,9.1,0.15,1.37,10.47
121014010,Elvive Cond Arginine Resist Anti Hair Fall 400ml,1,453595,8/1/2030,1,25,25,13.32,13.32,13.32,13.32,0.15,2,15.32
121014956,Elvive Cond Keratin Straight 400ml,1,500635,8/1/2030,3,25,75,12.83,38.49,12.83,38.49,0.15,5.77,44.26
121014012,Elvive Cond Nourishing 400ml,1,515857,8/1/2030,2,25,50,12.83,25.66,12.83,25.66,0.15,3.85,29.51
121017339,Elvive Conditioner Dream Long Straight 400ml,1,500631,8/1/2030,2,25,50,12.83,25.66,12.83,25.66,0.15,3.85,29.51
121017340,Elvive Oil Replacement Dream Long Straight 300ml,1,445162,8/1/2030,1,21,21,13.75,13.75,13.75,13.75,0.15,2.06,15.81
121017340,Elvive Oil Replacement Dream Long Straight 300ml,1,457295,8/1/2030,1,27,27,16.7,16.7,16.7,16.7,0.15,2.51,19.21
121017340,Elvive Oil Replacement Dream Long Straight 300ml,1,500636,8/1/2030,2,27,54,16.7,33.4,16.7,33.4,0.15,5.01,38.41
121010930,Elvive Sham Arginine Resist Anti Hair Fall 400ml,1,533600,8/1/2030,2,20,40,11,22,11,22,0.15,3.3,25.3
121013890,Elvive Sham Colour Protect 400ml,99,448338,8/1/2030,1,20,20,20,20,13,13,0.15,1.95,14.95
121016145,Elvive Sham Extraordinary Oil 200ml,1,489110,8/1/2030,4,14,56,9.28,37.12,9.28,37.12,0.15,5.57,42.69
121016145,Elvive Sham Extraordinary Oil 200ml,1,533713,8/1/2030,3,14,42,9.28,27.84,9.28,27.84,0.15,4.18,32.02
121016348,Elvive Sham Extraordinary Oil 400ml,1,500638,8/1/2030,1,20,20,11.06,11.06,11.06,11.06,0.15,1.66,12.72
121014678,Elvive Sham Total Repair Damage Hair 200ml,1,533710,8/1/2030,2,14,28,9.25,18.5,9.25,18.5,0.15,2.78,21.28
121014678,Elvive Sham Total Repair Damage Hair 200ml,1,485574,8/1/2030,3,14,42,9.28,27.84,9.28,27.84,0.15,4.18,32.02
121013990,Elvive Sham Total Repair Repairing 400ml,1,528749,8/1/2030,4,20,80,11,44,11,44,0.15,6.6,50.6
121013990,Elvive Sham Total Repair Repairing 400ml,1,539114,8/1/2030,3,20,60,11,33,11,33,0.15,4.95,37.95
121015729,Elvive Sham Total Repair Repairing 700ml,1,515859,8/1/2030,3,30,90,17.06,51.18,17.06,51.18,0.15,7.68,58.86
121015729,Elvive Sham Total Repair Repairing 700ml,1,432316,8/1/2030,1,30,30,17.5,17.5,17.5,17.5,0.15,2.63,20.13
121015729,Elvive Sham Total Repair Repairing 700ml,1,500633,8/1/2030,1,30,30,18.98,18.98,18.98,18.98,0.15,2.85,21.83
121016721,Elvive Shampo Dream Long 200ml,1,439322,8/1/2030,4,13,52,9.25,37,9.25,37,0.15,5.55,42.55
121016721,Elvive Shampo Dream Long 200ml,1,539115,8/1/2030,2,14,28,9.25,18.5,9.25,18.5,0.15,2.78,21.28
121016628,Elvive Shampo Dream Long 400ml,1,462481,8/1/2030,2,20,40,11.06,22.12,11.06,22.12,0.15,3.32,25.44
121017341,Elvive Shampo Keratin Dream Long Straight 600ml,33333,507468,8/1/2030,1,30,30,17.74,17.74,17.74,17.74,0.15,2.66,20.4
121017341,Elvive Shampo Keratin Dream Long Straight 600ml,1,501479,8/1/2030,1,30,30,17.74,17.74,17.74,17.74,0.15,2.66,20.4
121021353,Elvive Shampoo Hyaluron Moisture 200ml,1,515860,8/1/2030,2,14,28,8.51,17.02,8.51,17.02,0.15,2.55,19.57
121021354,Elvive Shampoo Hyaluron Moisture 400ml,1,515861,8/1/2030,1,20,20,10.64,10.64,10.64,10.64,0.15,1.6,12.24
111000825,Emidol 500mg tab,C614,546177,8/1/2030,4,3.45,13.8,3.45,13.8,2.88,11.5,0,0,11.5
111000828,Emifenac 50mg tab,C684,549173,8/1/2030,6,23.35,140.1,23.35,140.1,9.34,56.04,0,0,56.04
121006810,Enchanteur Romantic Perfumed Talc 250g,1,479219,8/1/2030,1,14,14,8.7,8.7,8.7,8.7,0.15,1.31,10.01
121001264,Energy Cristal Serum 100ml,1,537860,8/1/2030,1,41,41,29.5,29.5,29.5,29.5,0.15,4.43,33.93
121001264,Energy Cristal Serum 100ml,1,515700,8/1/2030,1,41,41,29.5,29.5,29.5,29.5,0.15,4.43,33.93
121001265,Energy Cristal Serum 60ml,1,534940,8/1/2030,6,31,186,24,144,24,144,0.15,21.6,165.6
121011036,Energy Facial Cleanser Lemon 235ml,1,548116,8/1/2030,6,7,42,4.13,24.78,4.13,24.78,0.15,3.72,28.5
121015663,Enjoy Condom 3Pcs,1,537961,8/1/2030,10,10,100,4.8,48,4.8,48,0,0,48
121019438,Enjoy Hair Remov Sweet Honey 400gm,1,539057,8/1/2030,13,15,195,6.25,81.25,6.25,81.25,0.15,12.19,93.44
121019438,Enjoy Hair Remov Sweet Honey 400gm,1,515932,8/1/2030,3,15,45,6,18,6,18,0.15,2.7,20.7
121021230,Enjoy Nail Polish Remover 237 ml,4444,515935,8/1/2030,4,20,80,13.25,53,13.25,53,0.15,7.95,60.95
121020048,Enjoy Razors 3pcs,1,548090,8/1/2030,3,12,36,6.25,18.75,6.25,18.75,0.15,2.81,21.56
111000841,Enoxirt Inj. 1g lm,1624,546178,8/1/2030,2,45.3,90.6,45.3,90.6,15.1,30.2,0,0,30.2
111003120,Entapro 10mg 30Tap,1818,524091,8/1/2030,1,75.2,75.2,75.2,75.2,52.32,52.32,0,0,52.32
111003121,Entapro 20mg 30Tap,1560,508439,8/1/2030,1,123.35,123.35,123.35,123.35,90.1,90.1,0,0,90.1
111004055,Enterogermina 12 Caps,3l002,524092,8/1/2030,2,74.8,149.6,74.8,149.6,65.05,130.09,0,0,130.09
111004241,Enterogermina Oral Susp 10x5ml Box,4I084,532170,8/1/2030,3,74.8,224.4,74.8,224.4,65.05,195.14,0,0,195.14
