Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,total vat,total inc vat
151001360,BD Micro Fine Plus 0.25mm 31g (Novo Fine Move),1,548809,6/30/2029,2.00 ,85,170,50,100,50,100,0,0,100
111000261,Beauty Hair Cap 4770,1,381445,12/1/2030,1.00 ,14.5,14.5,7.08,7.08,7.08,7.08,0.15,1.06,8.14
131000366,Bebejunior 400g,1,537668,5/1/2025,1.00 ,36,36,33.35,33.35,33.35,33.35,0.15,5,38.35
131000366,Bebejunior 400g,1,517782,5/16/2025,1.00 ,36,36,33.35,33.35,33.35,33.35,0.15,5,38.35
131000362,Bebejunior 900g,1,548549,2/1/2026,2.00 ,78,156,65.32,130.64,65.32,130.64,0.15,19.6,150.24
131000362,Bebejunior 900g,1,522397,10/10/2026,1.00 ,78,78,72.1,72.1,72.1,72.1,0.15,10.82,82.92
131000020,Bebelac No 1 900 g,1,548825,2/1/2026,3.00 ,82,246,70.04,210.12,70.04,210.12,0.15,31.52,241.64
131000023,Bebelac No 2 900g,1,536828,10/10/2026,1.00 ,82,82,77.15,77.15,77.15,77.15,0.15,11.57,88.72
121008616,Beesline Hygienic Wash 200ml,1,524808,6/9/2026,1.00 ,65,65,33,33,33,33,0.15,4.95,37.95
121017546,Beesline Sensifresh Whitening Sensitive Zone 150ml,1,496446,8/31/2025,2.00 ,75,150,45,90,45,90,0.15,13.5,103.5
121022219,Beesline Spf 50 1+50 Disc 60ml,1,546773,10/26/2026,3.00 ,87,261,58.5,175.5,58.5,175.5,0.15,26.33,201.83
121011199,Beesline whitening body exfoliating soap,1,496448,3/29/2025,2.00 ,25,50,13.5,27,13.5,27,0.15,4.05,31.05
121011199,Beesline whitening body exfoliating soap,1,524342,5/31/2025,3.00 ,25,75,15,45,15,45,0.15,6.75,51.75
121014551,Beesline Whitening Deodorant Beauty Pearl 48h Roll-On 50ml,1,546729,10/25/2026,3.00 ,56,168,33,99,33,99,0.15,14.85,113.85
121013907,Beesline Whitening Deodorant Cool Breeze 48h Roll-On 50ml,1,546770,2/1/2026,2.00 ,56,112,33,66,33,66,0.15,9.9,75.9
121013911,Beesline Whitening Deodorant Cotton Candy 48h Roll-On 50ml,1,518827,4/30/2026,1.00 ,56,56,33,33,33,33,0.15,4.95,37.95
121013909,Beesline Whitening Deodorant Elder Rose 48h Roll-On 50ml,1,546731,10/18/2026,3.00 ,56,168,33,99,33,99,0.15,14.85,113.85
121016256,Beesline Whitening Facial Soap Redberry 85g,1,548141,8/11/2026,5.00 ,28,140,15,75,15,75,0.15,11.25,86.25
121000272,Beesline Whitening Facial Wash 250ml,1,482049,1/31/2026,1.00 ,55,55,36.5,36.5,36.5,36.5,0.15,5.48,41.98
121009162,Beesline Whitening Sensitive Zone Soap 110g,1,500683,7/21/2026,2.00 ,40,80,20.5,41,20.5,41,0.15,6.15,47.15
121015016,Bel Nature Organic Cotton Buds 200pcs,1,340468,12/1/2030,7.00 ,10,70,10,70,5,35,0.15,5.25,40.25
111000279,Benzac ac 2.5 gel,3020234,498938,4/30/2025,1.00 ,12.45,12.45,12.45,12.45,10.38,10.38,0,0,10.38
111000279,Benzac ac 2.5 gel,3020234,535678,4/1/2025,2.00 ,12.45,24.9,12.45,24.9,10.38,20.75,0,0,20.75
111000280,Benzac AC 5% 60gm gel,4021283,541274,1/31/2026,2.00 ,17.45,34.9,17.45,34.9,14.54,29.09,0,0,29.09
111004118,Benzaflex 10mg 30 Tab,1151748,532163,10/1/2025,2.00 ,23.05,46.1,23.05,46.1,14.77,29.55,0,0,29.55
111004119,Benzaflex 5mg 30 Tab,1151742,532164,10/1/2026,1.00 ,11.5,11.5,11.5,11.5,7.37,7.37,0,0,7.37
111004196,Bepanthen Nappy Care Oint 30gm,GP02VXP,540467,10/31/2026,1.00 ,17.1,17.1,17.1,17.1,14.54,14.54,0.15,2.18,16.72
111004196,Bepanthen Nappy Care Oint 30gm,GP02ZVU,545747,2/28/2027,2.00 ,17.1,34.2,17.1,34.2,14.54,29.07,0.15,4.36,33.43
111000283,Bepanthen plus cream 5% 30gm,GP02RRD,534856,4/30/2026,6.00 ,12.35,74.1,10.91,65.46,10.91,65.46,0,0,65.46
111000283,Bepanthen plus cream 5% 30gm,GP02PDZ,510625,3/31/2026,1.00 ,12.35,12.35,12.35,12.35,10.5,10.5,0,0,10.5
111003888,Bepanthen Skin Moist Cream 100gm,GP02HA5,531178,10/31/2025,2.00 ,58.14,116.28,49.42,98.84,49.42,98.84,0.15,14.83,113.67
121020741,Best Winter Skincare 75gm,1,468694,8/1/2025,1.00 ,70,70,70,70,26.25,26.25,0.15,3.94,30.19
111000285,Betaderm 20 mg Cream,2408122,549151,9/23/2027,7.00 ,4.2,29.4,4.2,29.4,2.94,20.58,0,0,20.58
111000286,Betaderm 20 mg Oint,2400449,540942,2/6/2027,3.00 ,4.2,12.6,4.2,12.6,2.94,8.82,0,0,8.82
111000287,Betadine Douche Kit 10% 120 ml,24A019K43,531180,1/1/2027,1.00 ,86,86,73.53,73.53,73.53,73.53,0,0,73.53
111000289,Betadine Ointment 10% 25gm,23I576F43,510629,9/1/2026,1.00 ,41,41,41,41,33.3,33.3,0,0,33.3
111003966,Betagen 24 mg 50 tab,23dg47,544907,10/31/2026,1.00 ,40.5,40.5,28.35,28.35,28.35,28.35,0,0,28.35
111003966,Betagen 24 mg 50 tab,23DK49,540944,1/31/2027,1.00 ,40.5,40.5,40.5,40.5,28.35,28.35,0,0,28.35
111000297,Betasept Mouth wash 130ml,ag0249,507968,7/1/2025,3.00 ,24,72,24,72,11.29,33.86,0,0,33.86
111000298,Betasept Vaginal Douch 130ml,AN0315,531181,12/25/2025,2.00 ,33,66,15.8,31.6,15.8,31.6,0,0,31.6
111000299,Betaserc 16mg 40 tab,24104500,549257,4/30/2027,1.00 ,50.3,50.3,50.3,50.3,41.92,41.92,0,0,41.92
111000299,Betaserc 16mg 40 tab,24104200,536495,4/30/2027,1.00 ,50.3,50.3,50.3,50.3,41.92,41.92,0,0,41.92
111000301,Betaserc 8 mg tab 100,23106400,502881,9/30/2026,1.00 ,90.45,90.45,90.45,90.45,78.66,78.66,0,0,78.66
111000305,Betazol Cream 30 gm,AM0006,531183,11/30/2025,2.00 ,13.6,27.2,7.82,15.64,7.82,15.64,0,0,15.64
111000310,Betnovate C  Cream 30g,3d2v,484606,6/4/2025,2.00 ,13.1,26.2,13.1,26.2,10.92,21.84,0,0,21.84
111000312,Betnovate Cream 30g,S67W,545812,5/1/2026,2.00 ,10.1,20.2,10.1,20.2,8.42,16.83,0,0,16.83
111000313,Betnovate N Cream,2E6M,545814,9/30/2026,3.00 ,10.7,32.1,10.7,32.1,8.92,26.75,0,0,26.75
111000316,Betnovate Ointment,MM9S,531184,3/1/2026,5.00 ,10.1,50.5,8.42,42.1,8.42,42.1,0,0,42.1
151001773,Beurer Clinical Thermometer,1,476347,12/1/2030,1.00 ,35,35,25,25,25,25,0,0,25
151001717,Beurer Electronic Scale Gs10,1,451709,12/1/2030,1.00 ,175,175,72,72,72,72,0.15,10.8,82.8
121021225,Bigen Beard Big Size B 101 Nat Black 40+40,1,544985,8/31/2026,1.00 ,56,56,43.8,43.8,43.8,43.8,0.15,6.57,50.37
121021225,Bigen Beard Big Size B 101 Nat Black 40+40,1,501158,8/31/2026,1.00 ,56,56,43.8,43.8,43.8,43.8,0.15,6.57,50.37
121021226,Bigen Beard Big Size B 102 Brown 40+40,1,544984,9/30/2026,1.00 ,56,56,43.8,43.8,43.8,43.8,0.15,6.57,50.37
121021227,Bigen Beard Big Size B 103 Brown Black 40+40,1,544983,8/31/2026,1.00 ,56,56,43.8,43.8,43.8,43.8,0.15,6.57,50.37
121021913,Bigen Beard Big Size B102 Dark Brown 40+40,1,522807,9/30/2026,2.00 ,56,112,43.8,87.6,43.8,87.6,0.15,13.14,100.74
121013926,Bigen Hair Dry Powder Dark Brown 6g,1,500819,6/30/2026,3.00 ,10,30,7,21,7,21,0.15,3.15,24.15
121013926,Bigen Hair Dry Powder Dark Brown 6g,1,534433,12/1/2026,5.00 ,10,50,7,35,7,35,0.15,5.25,40.25
121000295,Bigen Hair Dye Powder Black 6g,1,485229,9/30/2025,1.00 ,10,10,7,7,7,7,0.15,1.05,8.05
121000295,Bigen Hair Dye Powder Black 6g,1,500225,3/31/2026,4.00 ,10,40,7,28,7,28,0.15,4.2,32.2
121000295,Bigen Hair Dye Powder Black 6g,1,529117,11/1/2026,5.00 ,10,50,7,35,7,35,0.15,5.25,40.25
121013683,Bigen Hair Spray,1,544982,2/28/2025,2.00 ,48,96,32,64,32,64,0.15,9.6,73.6
121000296,Bigen Men Speedy Brown Black # 102,1,509148,4/30/2028,3.00 ,35,105,23.75,71.25,23.75,71.25,0.15,10.69,81.94
121000297,Bigen Men Speedy Color Black # 101,1,510846,4/30/2028,1.00 ,35,35,23.75,23.75,23.75,23.75,0.15,3.56,27.31
121000297,Bigen Men Speedy Color Black # 101,1,544986,10/31/2027,2.00 ,35,70,23.75,47.5,23.75,47.5,0.15,7.13,54.63
121000297,Bigen Men Speedy Color Black # 101,1,515521,6/30/2028,2.00 ,35,70,23.75,47.5,23.75,47.5,0.15,7.13,54.63
121000298,Bigen Men Speedy Drark  Brown # 103,1,510200,5/31/2028,3.00 ,35,105,23.75,71.25,23.75,71.25,0.15,10.69,81.94
121000298,Bigen Men Speedy Drark  Brown # 103,1,488977,11/30/2027,1.00 ,35,35,23.75,23.75,23.75,23.75,0.15,3.56,27.31
121016117,Bigen Men Speedy Hair Color 105,1,544981,6/30/2027,3.00 ,35,105,23.75,71.25,23.75,71.25,0.15,10.69,81.94
121000299,Bigen Men Speedy Natural Brown # 104,1,415526,12/1/2030,2.00 ,35,70,26,52,26,52,0.15,7.8,59.8
121000299,Bigen Men Speedy Natural Brown # 104,1,442615,9/30/2026,3.00 ,35,105,26.5,79.5,26.5,79.5,0.15,11.93,91.43
121000299,Bigen Men Speedy Natural Brown # 104,1,510847,6/30/2028,1.00 ,35,35,23.75,23.75,23.75,23.75,0.15,3.56,27.31
121021228,Bigen Mens Beard Big Size 100 Real Black,1,544977,10/31/2026,2.00 ,35,70,23.75,47.5,23.75,47.5,0.15,7.13,54.63
121021928,Bigen Mens Beard Colour 102 Brown Black,1,544979,6/30/2028,1.00 ,35,35,24.5,24.5,24.5,24.5,0.15,3.68,28.18
121021229,Bigen Mens Big Size 100 Real Black,1,544987,8/31/2026,1.00 ,35,35,23.75,23.75,23.75,23.75,0.15,3.56,27.31
121014501,Bigen Mens Bread Color Dark Brown 101,1,515978,12/31/2027,4.00 ,35,140,24.5,98,24.5,98,0.15,14.7,112.7
121014502,Bigen Mens Bread Color Dark Brown 102,1,515979,6/30/2028,1.00 ,35,35,24.5,24.5,24.5,24.5,0.15,3.68,28.18
121014052,Bigen Mens Bread Color Dark Brown 103,1,539304,8/1/2028,2.00 ,35,70,24.5,49,24.5,49,0.15,7.35,56.35
121014052,Bigen Mens Bread Color Dark Brown 103,1,544978,7/31/2027,1.00 ,35,35,24.5,24.5,24.5,24.5,0.15,3.68,28.18
121020788,Bigen Mens Bread Color Dark Brown 104,1,510845,9/30/2027,1.00 ,35,35,24.5,24.5,24.5,24.5,0.15,3.68,28.18
121019545,Bigen Powder Hair Chestnut Brown 6gm,1,510849,3/31/2026,1.00 ,10,10,7,7,7,7,0.15,1.05,8.05
121019545,Bigen Powder Hair Chestnut Brown 6gm,1,539305,9/1/2026,6.00 ,10,60,7,42,7,42,0.15,6.3,48.3
121000300,Bigen Speedy H.C Cond B. Black - 882,1,472888,6/30/2027,1.00 ,30,30,22.5,22.5,22.5,22.5,0.15,3.38,25.88
121000300,Bigen Speedy H.C Cond B. Black - 882,1,509150,11/30/2027,2.00 ,30,60,22.5,45,22.5,45,0.15,6.75,51.75
121000303,Bigen Speedy H.C Cond N. Brown -884,1,500821,2/28/2028,1.00 ,30,30,22.5,22.5,22.5,22.5,0.15,3.38,25.88
121000303,Bigen Speedy H.C Cond N. Brown -884,1,472890,6/30/2027,2.00 ,30,60,22.5,45,22.5,45,0.15,6.75,51.75
121000301,Bigen Speedy H.C. Cond D. Brown 883,1,515981,2/28/2028,1.00 ,30,30,22.5,22.5,22.5,22.5,0.15,3.38,25.88
121000301,Bigen Speedy H.C. Cond D. Brown 883,1,544973,9/30/2027,1.00 ,30,30,22.5,22.5,22.5,22.5,0.15,3.38,25.88
121014045,Bigen Speedy Hair Color Light Brown 885,1,544972,10/1/2025,1.00 ,30,30,23,23,23,23,0.15,3.45,26.45
121014045,Bigen Speedy Hair Color Light Brown 885,1,544971,6/30/2027,2.00 ,30,60,22.5,45,22.5,45,0.15,6.75,51.75
121014045,Bigen Speedy Hair Color Light Brown 885,1,510851,8/30/2027,4.00 ,30,120,22.5,90,22.5,90,0.15,13.5,103.5
111004068,Bilaxten 20mg 20 tab,6045,544911,5/1/2026,2.00 ,29.75,59.5,21.57,43.14,21.57,43.14,0,0,43.14
121021397,Bio Claro Cleansing Face Milk Make Up Remover 500ml,1,504417,6/1/2026,1.00 ,40,40,18,18,18,18,0.15,2.7,20.7
121021398,Bio Claro Softness Face Tonic 500ml,1,504418,6/1/2026,1.00 ,40,40,18,18,18,18,0.15,2.7,20.7
121015431,Bio Tap Farma Foam PU Earplugs,1,535668,12/1/2030,3.00 ,24,72,15,45,15,45,0.15,6.75,51.75
111003079,Bio-Cal-D 60 Cap,24A086-1,530908,12/1/2025,1.00 ,33,33,23.1,23.1,23.1,23.1,0,0,23.1
111004183,Biocool Cooling Gel Tube 100ml,1,504486,10/26/2024,1.00 ,45,45,29.25,29.25,29.25,29.25,0,0,29.25
111003578,Biodal 50000 I.U 20 Tab,231262,545469,10/31/2025,3.00 ,64.1,192.3,64.1,192.3,50.72,152.17,0,0,152.17
121017517,Bioderma Atoderm Ultra Nourishing Cream 200ml,1,511505,3/31/2025,1.00 ,84,84,64.05,64.05,64.05,64.05,0.15,9.61,73.66
121017523,Bioderma Sebium Gel Moussant 200ml,1,505403,5/30/2025,1.00 ,103,103,34,34,34,34,0.15,5.1,39.1
121017527,Bioderma Sensibo H2o Make UP removal 500ml,1,506651,9/30/2025,1.00 ,116,116,39.5,39.5,39.5,39.5,0.15,5.93,45.43
121016073,Bioderma Sun Block 50+ SPF 40ml,1,449046,4/4/2025,1.00 ,149,149,108,108,70.2,70.2,0.15,10.53,80.73
111003531,Biofreeze Gel 118ml,s10823-49,505485,3/1/2026,1.00 ,85,85,85,85,0,0,0,0,0
111003531,Biofreeze Gel 118ml,s1012349,505486,3/31/2026,1.00 ,85,85,85,85,0,0,0,0,0
111003343,Biofreeze Spray 118ml,1,548228,4/1/2026,1.00 ,85,85,31.6,31.6,31.6,31.6,0,0,31.6
111004741,Biogaia 5ml Drops With Vat,24DSA004,532160,2/28/2026,3.00 ,98.26,294.78,98.26,294.78,85.45,256.34,0.15,38.45,294.79
111003564,Biogaia Drops 5ml,23DSA039,531186,12/31/2025,1.00 ,113,113,98.26,98.26,98.26,98.26,0,0,98.26
111000337,Biolys Aero Digest 24 cap,1,515550,3/1/2025,1.00 ,69,69,69,69,37.95,37.95,0,0,37.95
131000027,Biomil 1(Baby milk) 400 g,1,527228,9/1/2025,3.00 ,37,111,33.58,100.74,33.58,100.74,0.15,15.11,115.85
131000027,Biomil 1(Baby milk) 400 g,1,505320,8/1/2026,2.00 ,37,74,37,74,37,74,0.15,11.1,85.1
131000028,Biomil 2 (Baby milk) 400 g,1,548548,11/1/2025,3.00 ,37,111,33.3,99.9,33.3,99.9,0.15,14.99,114.89
131000028,Biomil 2 (Baby milk) 400 g,1,504152,12/1/2030,1.00 ,37,37,33.58,33.58,33.58,33.58,0.15,5.04,38.62
131000029,Biomil 3 (Junior Powder) 400 g,1,505322,8/1/2026,3.00 ,37,111,37,111,37,111,0.15,16.65,127.65
131000029,Biomil 3 (Junior Powder) 400 g,1,524146,9/1/2025,1.00 ,37,37,33.58,33.58,33.58,33.58,0.15,5.04,38.62
131000029,Biomil 3 (Junior Powder) 400 g,1,532129,1/1/2026,2.00 ,37,74,33.58,67.16,33.58,67.16,0.15,10.07,77.23
131000673,Biomil Plus No 1 800gm,1,540434,3/3/2026,2.00 ,72,144,65.25,130.5,65.25,130.5,0.15,19.58,150.08
131000673,Biomil Plus No 1 800gm,1,527229,11/1/2025,1.00 ,72,72,65.35,65.35,65.35,65.35,0.15,9.8,75.15
131000674,Biomil Plus No 2 800gm,1,548823,10/1/2026,3.00 ,72,216,64.8,194.4,64.8,194.4,0.15,29.16,223.56
131000675,Biomil Plus No 3 800gm,1,548824,10/1/2026,5.00 ,72,360,64.8,324,64.8,324,0.15,48.6,372.6
121017471,Bionnex Perfederm Deo Roll 75ml,1,413847,4/1/2025,2.00 ,48,96,22.5,45,22.5,45,0.15,6.75,51.75
111004073,Biosoft Eve Drops 10ML,A753,526643,9/30/2025,2.00 ,31.1,62.2,31.1,62.2,25.92,51.84,0,0,51.84
111004073,Biosoft Eve Drops 10ML,A859,545698,7/31/2026,2.00 ,31.1,62.2,31.1,62.2,25.92,51.84,0,0,51.84
111003895,Biosoft Plus Eye Drops 10ml,A890,543834,6/30/2026,2.00 ,31.1,62.2,31.1,62.2,25.92,51.84,0,0,51.84
121000308,Bio-Yeast Fort 72 Tab,EB01-0407,545468,9/30/2026,1.00 ,98,98,98,98,80.96,80.96,0,0,80.96
121011102,Birgitt 306 Combes,1,273588,12/1/2030,1.00 ,9,9,9,9,5.4,5.4,0.15,0.81,6.21
121015870,Birgitt Hair Wood Comb 436s,4صثغ4صغا,450118,12/1/2030,1.00 ,7,7,7,7,4.55,4.55,0.15,0.68,5.23
121015870,Birgitt Hair Wood Comb 436s,1,357436,12/1/2030,3.00 ,9,27,9,27,5.4,16.2,0.15,2.43,18.63
131000031,Blemil Plus - LF,1,522405,10/10/2026,2.00 ,50,100,45.5,91,45.5,91,0.15,13.65,104.65
131000666,BLEMIL PLUS 1 OPTIMUM PROTEC 400 GM,1,515241,8/29/2025,2.00 ,40,80,34.35,68.7,34.35,68.7,0.15,10.31,79.01
131000666,BLEMIL PLUS 1 OPTIMUM PROTEC 400 GM,1,527205,8/29/2025,3.00 ,40,120,36.73,110.19,36.73,110.19,0.15,16.53,126.72
131000666,BLEMIL PLUS 1 OPTIMUM PROTEC 400 GM,1,510566,5/19/2025,2.00 ,40,80,36.73,73.46,36.73,73.46,0.15,11.02,84.48
131000668,BLEMIL PLUS 1 OPTIMUM PROTEC 800 GM,1,532130,10/1/2025,5.00 ,77,385,71.61,358.05,71.61,358.05,0.15,53.71,411.76
131000668,BLEMIL PLUS 1 OPTIMUM PROTEC 800 GM,1,510567,6/30/2025,1.00 ,77,77,71.61,71.61,71.61,71.61,0.15,10.74,82.35
131000445,Blemil Plus 1HR 400g,1,506614,4/1/2025,1.00 ,57,57,52.54,52.54,52.54,52.54,0.15,7.88,60.42
131000667,BLEMIL PLUS 2 OPTIMUM PROTEC 400 GM,1,510568,8/26/2025,3.00 ,40,120,36.73,110.19,36.73,110.19,0.15,16.53,126.72
131000667,BLEMIL PLUS 2 OPTIMUM PROTEC 400 GM,1,515243,8/29/2025,1.00 ,40,40,34.35,34.35,34.35,34.35,0.15,5.15,39.5
131000667,BLEMIL PLUS 2 OPTIMUM PROTEC 400 GM,1,527225,8/30/2025,2.00 ,40,80,36.73,73.46,36.73,73.46,0.15,11.02,84.48
131000667,BLEMIL PLUS 2 OPTIMUM PROTEC 400 GM,1,539200,10/10/2026,3.00 ,40,120,35.95,107.85,35.95,107.85,0.15,16.18,124.03
131000669,BLEMIL PLUS 2 OPTIMUM PROTEC 800 GM,1,548509,6/25/2026,2.00 ,77,154,70.07,140.14,70.07,140.14,0.15,21.02,161.16
131000669,BLEMIL PLUS 2 OPTIMUM PROTEC 800 GM,1,532131,1/1/2026,2.00 ,77,154,71.61,143.22,71.61,143.22,0.15,21.48,164.7
131000430,Blemil Plus 2HR 400g,1,548546,11/3/2025,2.00 ,57,114,51.42,102.84,51.42,102.84,0.15,15.43,118.27
131000670,BLEMIL PLUS 3 OPTIMUM PROTEC 400 GM,1,527226,10/31/2025,1.00 ,40,40,36.73,36.73,36.73,36.73,0.15,5.51,42.24
131000670,BLEMIL PLUS 3 OPTIMUM PROTEC 400 GM,1,515245,10/31/2025,3.00 ,40,120,34.35,103.05,34.35,103.05,0.15,15.46,118.51
131000670,BLEMIL PLUS 3 OPTIMUM PROTEC 400 GM,1,510569,6/8/2025,1.00 ,40,40,36.73,36.73,36.73,36.73,0.15,5.51,42.24
131000671,BLEMIL PLUS 3 OPTIMUM PROTEC 800GM,1,517778,11/24/2025,1.00 ,77,77,71.61,71.61,71.61,71.61,0.15,10.74,82.35
131000671,BLEMIL PLUS 3 OPTIMUM PROTEC 800GM,1,532132,1/1/2026,2.00 ,77,154,71.61,143.22,71.61,143.22,0.15,21.48,164.7
131000710,Blemil Plus 4 Kids Optimum 400g,1,540127,5/3/2026,3.00 ,40,120,34.35,103.05,34.35,103.05,0.15,15.46,118.51
131000038,Blemil Plus AR  400 g,1,548547,11/24/2025,1.00 ,52,52,47.32,47.32,47.32,47.32,0.15,7.1,54.42
131000637,Blemil Plus Extra No.1 600g,1,545245,10/10/2026,2.00 ,77,154,70,140,70,140,0.15,21,161
131000637,Blemil Plus Extra No.1 600g,1,518973,3/3/2025,1.00 ,77,77,70,70,70,70,0.15,10.5,80.5
131000638,Blemil Plus Extra No.2 600g,1,527227,7/5/2025,3.00 ,77,231,71.61,214.83,71.61,214.83,0.15,32.22,247.05
131000646,Blemil Plus Max 400g,1,522385,10/10/2026,1.00 ,52,52,47.3,47.3,47.3,47.3,0.15,7.1,54.4
131000748,Blemil Plus Optimum No 1 2x800 Gm Offer,1,535885,3/12/2026,1.00 ,133.92,133.92,116.45,116.45,116.45,116.45,0.15,17.47,133.92
131000749,Blemil Plus Optimum No 2 2x800 Gm Offer,1,535886,2/27/2026,2.00 ,133.92,267.84,116.45,232.9,116.45,232.9,0.15,34.94,267.84
131000742,Blemil Plus Optimum Pack Off No 1 2x400 gm,1,529865,11/28/2025,1.00 ,68.7,68.7,59.74,59.74,59.74,59.74,0.15,8.96,68.7
131000743,Blemil Plus Optimum Pack Off No 2 2x400 gm,1,529866,1/17/2026,1.00 ,68.7,68.7,59.74,59.74,59.74,59.74,0.15,8.96,68.7
131000744,Blemil Plus Optimum Pack Off No 3 2x400 gm,1,545244,10/10/2026,2.00 ,68.69,137.38,66,132,66,132,0.15,19.8,151.8
