Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,Vat value,totak
111003735,Mugesic Muscle Pain Relief Cream 100g,1,517865,2/28/2025,84,60,5040,60,5040,21.65,1818.33,0,0,1818.33
151001141,Nadeen Sandel Size 39,9999999999,164351,12/1/2030,3,70,210,48,144,45.5,136.5,0,0,136.5
111001632,Novomix 30 Flexpen 100u/ml 5×3ml,PT6CW45S1,538178,11/30/2025,1,189,189,189,189,164.35,164.35,0,0,164.35
131000526,Nuralac No.2 900g,1,510577,3/1/2025,1,80,80,68,68,68,68,0.15,10.2,78.2
151000723,Omron -RX Classic Mashin,9999999999,221917,12/1/2030,1,245,245,190,190,159.25,159.25,0,0,159.25
151001528,Omron Sonic Style 458 Electric Toothbrush,1,343916,12/1/2030,1,265,265,200,200,200,200,0,0,200
121007925,Omron (Wrist),9999999999,204853,12/1/2030,1,300,300,235,235,195,195,0.15,29.25,224.25
121014993,One Hair Removal Cream For Dry Skin 90g,1,505294,3/30/2026,9,14,126,14,126,14,126,0.15,18.9,144.9
121021436,One Hair Remover Cream Shower Normal lanolin 140gm,1,505298,5/30/2026,10,16,160,16,160,16,160,0.15,24,184
121006239,Oppo 4284 Finger Splint,1,274217,12/1/2030,1,18,18,18,18,11.7,11.7,0,0,11.7
111001739,Otrivin 0.5% Pead Drops,XF8G,537780,1/30/2027,8,10.1,80.8,10.1,80.8,8.42,67.33,0,0,67.33
111001742,Otrivin Nasal  Spray 10ml,Y69P,537782,2/28/2027,150,16.55,2482.5,16.55,2482.5,13.79,2068.67,0,0,2068.67
111001750,Panadol 500mg Tabe (Bule),RV2C,537775,8/30/2027,540,5.8,3132,5.8,3132,4.83,2609.9,0,0,2609.9
111001752,Panadol Actifast Film Coated tabs B,WF6P,537779,10/30/2026,48,9.15,439.2,9.15,439.2,7.62,365.99,0,0,365.99
111003217,Panadol Advance 500mg 24Tab,759s,519572,3/1/2025,288,6.05,1742.4,6.05,1742.4,5.04,1451.94,0,0,1451.94
111001754,Panadol Extend 18 Tab,VE6C-A,537778,2/28/2026,110,15.75,1732.5,15.75,1732.5,13.12,1443.69,0,0,1443.69
111001755,Panadol Extra 24 tab,5k5m,548236,10/10/2027,1172,8,9376,8,9376,6.67,7813.02,0,0,7813.02
111004767,Panadol Pana Natural Cough Syrup 128gm,24E0833,540347,10/10/2026,28,48,1344,32.5,910,32.5,910,0,0,910
121020421,Philips Dry care 1400w Hair Dryer,1,461212,12/1/2030,1,87,87,55.68,55.68,55.68,55.68,0.15,8.35,64.03
141000299,Pigon Breast Pump Manual Diaphram,1,517588,12/1/2030,1,178,178,99.64,99.64,99.64,99.64,0,0,99.64
121018997,Pigon Breast Pump Manual With Sleev 26489,1,517587,1/31/1933,1,270,270,209.38,209.38,209.38,209.38,0,0,209.38
151000803,Pigon Pltc Juice Fdr 50cc/2 New D348,1,512530,12/1/2030,2,18,36,11.92,23.84,11.92,23.84,0.15,3.58,27.42
151000803,Pigon Pltc Juice Fdr 50cc/2 New D348,1,243718,12/1/2030,8,18,144,12.5,100,11.9,95.17,0.15,14.28,109.45
151001445,Pigon Silent Electric Breast Pump,1,504765,12/1/2030,2,700,1400,445,890,445,890,0,0,890
111003833,Plerus Plus Syrup100ml,wt173,503741,4/1/2025,10,39.95,399.5,39.95,399.5,11.99,119.86,0,0,119.86
111003833,Plerus Plus Syrup100ml,xt0062,526456,1/1/2026,3200,39.95,127840,39.95,127840,8,25597.41,0,0,25597.41
111003833,Plerus Plus Syrup100ml,XT0062,532087,1/30/2026,572,39.95,22851.4,8,4576,8,4576,0,0,4576
111003833,Plerus Plus Syrup100ml,XT0062,535845,1/1/2026,4746,39.95,189602.7,8,37968,8,37968,0,0,37968
121006067,Sauna Suit 0040 Sundal,1,350872,12/1/2030,2,60,120,60,120,34.2,68.4,0.15,10.26,78.66
121015656,Scholl Travel Manicure Set,1,350565,12/1/2030,1,190,190,190,190,108.3,108.3,0.15,16.25,124.55
111002111,Seretide Evohaler 250 mcg,NK3L,510762,1/4/2025,1,148.85,148.85,148.85,148.85,129.44,129.44,0,0,129.44
121004290,Sinomarin ADT Nasal Wash 125ml,221055,510740,10/21/2025,1,54,54,54,54,38.02,38.02,0,0,38.02
111002151,Snafi tabs 20 mg RMBP  4 p,1155048,549145,3/1/2026,160,88.95,14232,88.95,14232,36.02,5763.96,0,0,5763.96
111002151,Snafi tabs 20 mg RMBP  4 p,1154542,526334,1/1/2026,10,88.95,889.5,88.95,889.5,36.02,360.25,0,0,360.25
111002959,Sulfad 1 gm 30 Tab,vt838,506632,12/30/2024,6,230,1380,230,1380,92,552,0,0,552
111002959,Sulfad 1 gm 30 Tab,1,526349,12/12/2024,27,230,6210,230,6210,92,2484,0,0,2484
111002959,Sulfad 1 gm 30 Tab,wt125,540092,2/2/2025,13,230,2990,92,1196,92,1196,0,0,1196
111002959,Sulfad 1 gm 30 Tab,wt125,540093,2/2/2025,4,230,920,65,260,65,260,0,0,260
111002228,Takepron 30mg 14tab,154179,514977,5/1/2025,2,45.95,91.9,45.95,91.9,26.65,53.3,0,0,53.3
121004632,Tybah Sewak,1,514158,12/1/2025,340,2.5,850,1.57,533.8,1.57,533.8,0.15,80.07,613.87
111003702,Vega 100mg 4 Tab,17365,530355,11/30/2026,20,43.7,874,43.7,874,15.83,316.69,0,0,316.69
111003808,Vega 50mg 4tab,15714,490041,9/1/2025,20,43.7,874,43.7,874,0,0,0,0,0
121020965,Vivaheel Massage Emul Gel 100ml 1195,1,502426,7/7/2025,48,41.9,2011.2,41.9,2011.2,13.47,646.46,0.15,96.97,743.43
111004197,Zinco Vit C 1000mg+zing 200ml,010824czn/sa,545325,8/31/2027,331,29.9,9896.9,29.9,9896.9,11.96,3958.76,0,0,3958.76
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
