Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
111003959,Adazio 300mg 30Tab,23DD39,510387,6/30/2026,1,113.95,113.95,113.95,113.95,94.14,94.14,0,0,94.14
121000065,Adidas Deo  Spray Ice Dive 150 ml,1,546934,10/14/2026,6,19,114,13.5,81,13.5,81,0.15,12.15,93.15
121014668,Adidas Deo Body Spray Dynamic Pulse 150 ml,1,546936,10/7/2026,6,19,114,13.5,81,13.5,81,0.15,12.15,93.15
121013920,Adidas Deo Body Spray Pure Game 150ml,1,546938,8/11/2026,4,19,76,13.5,54,13.5,54,0.15,8.1,62.1
121000069,Adidas Deo Spray Fresh (Women) 150 ml,1,546937,9/8/2026,6,19,114,13.5,81,13.5,81,0.15,12.15,93.15
111000043,Adol 125mg 10 Supp,1485,545119,6/3/2026,1,4.9,4.9,4.08,4.08,4.08,4.08,0,0,4.08
111000043,Adol 125mg 10 Supp,2338,531157,8/1/2026,5,4.9,24.5,4.08,20.4,4.08,20.4,0,0,20.4
111000043,Adol 125mg 10 Supp,1482,484566,6/3/2026,2,4.9,9.8,4.9,9.8,4.08,8.17,0,0,8.17
111000044,Adol 250mg 10 Supp,3417,531158,12/1/2026,3,6.1,18.3,5.08,15.24,5.08,15.24,0,0,15.24
111000044,Adol 250mg 10 Supp,1227,545118,5/13/2026,1,6.1,6.1,5.08,5.08,5.08,5.08,0,0,5.08
111000045,Adol 500mg Caplets,2257,540635,7/25/2027,3,5.05,15.15,5.05,15.15,3.54,10.61,0,0,10.61
111000048,Adol Drops 15 ml,5030,543676,5/8/2027,8,7.5,60,7.5,60,6.25,50,0,0,50
111000049,Adol Extra Tab,2229,545458,8/25/2025,4,6.4,25.6,6.4,25.6,3.84,15.36,0,0,15.36
111000052,Adol Syrup 100ml,2671,546126,9/30/2025,6,5.8,34.8,5.8,34.8,4.06,24.36,0,0,24.36
111000057,Advil Tab 200mg Tab,XW4D,537769,10/30/2025,4,7.15,28.6,7.15,28.6,5.96,23.83,0,0,23.83
111000057,Advil Tab 200mg Tab,kv9y,474131,6/1/2025,2,7.15,14.3,7.15,14.3,5.96,11.92,0,0,11.92
111000058,Aerius 2.5mg /5ml 150ml,1144550,527852,2/28/2025,1,23.95,23.95,23.95,23.95,19.96,19.96,0,0,19.96
111004615,Aerose Plus Nasal Spray,2202290001,510396,3/28/2025,2,64.9,129.8,64.9,129.8,44.89,89.79,0,0,89.79
151001482,Aerosol Chamber 175ml (Medium),1,548806,8/1/2030,1,60,60,29,29,29,29,0,0,29
121014695,Agiss Nose Deep Cleansing,1,461636,8/1/2030,2,29,58,18.56,37.12,18.56,37.12,0.15,5.57,42.69
121014700,Agiss Nose Face Cleansing,1,449554,11/30/2025,5,30,150,30,150,19.5,97.5,0.15,14.63,112.13
151000033,Airo Plast 10cm 500cm 2 Roll,1,498853,10/10/2025,5,15,75,5.35,26.75,5.35,26.75,0,0,26.75
151000036,Airo Plast C.P 5cm 4.55 M Roll,1,498851,10/10/2025,1,9,9,3.4,3.4,3.4,3.4,0,0,3.4
151000037,Airo Plast C.P 7.5cm 4.55 M Roll,1,498852,10/10/2025,5,12,60,4.5,22.5,4.5,22.5,0,0,22.5
121020228,Al Khuraiji Perfume 100 Ml,1,458382,2/1/2025,2,85,170,27.2,54.4,54.4,108.8,0.15,16.32,125.12
111000068,Albothyl Vag  Supp,555721,529871,12/31/2025,1,14.25,14.25,14.25,14.25,11.87,11.87,0,0,11.87
111000068,Albothyl Vag  Supp,555568,540456,12/31/2025,4,14.25,57,14.25,57,11.88,47.5,0,0,47.5
111000069,Alcohol Swab 200p Box,1,438909,8/1/2030,11,10,110,4,44,4,44,0,0,44
111000070,Aldactone 100mg 10 tabs,B32304,540903,3/31/2029,2,25.05,50.1,25.05,50.1,20.88,41.75,0,0,41.75
111000071,Aldactone 25mg 20 tabs,B32622,547463,3/31/2029,2,18,36,15,30,15,30,0,0,30
111000073,Alendro 70mg 4 tab,1424,502546,4/1/2026,2,43.65,87.3,43.65,87.3,30.56,61.11,0,0,61.11
111000074,Alfacort Cream,2009,508417,7/30/2026,4,8.2,32.8,8.2,32.8,6.83,27.34,0,0,27.34
111000075,Alfacort oint,581,487722,3/5/2025,5,5.95,29.75,5.95,29.75,4.61,23.06,0,0,23.06
121021374,Alfaparf Keratin Therapy Express Smoothing Treatment Kit,1,515940,1/30/2027,1,308.69,308.69,145.71,145.71,145.71,145.71,0.15,21.86,167.57
121011500,Algesal Bume Cream 100m,100624,540909,6/8/2027,1,10.8,10.8,10.8,10.8,7.56,7.56,0,0,7.56
111000077,Alkapowder,2303210,518952,11/30/2026,1,20,20,20,20,15,15,0,0,15
121005393,Alomenum  عكاز,1,435401,8/1/2030,1,45,45,27.5,27.5,27.5,27.5,0,0,27.5
111004718,Alpha Light Ligtng Snstv Area Cream 75ml,1,515548,7/31/2026,2,95,190,95,190,38,76,0.15,11.4,87.4
111002736,Alphagan P Eye Drops 5ml,406231,546127,12/31/2025,2,38.5,77,38.5,77,32.09,64.17,0,0,64.17
143000376,Always Move 24x10,1,538027,8/1/2030,2,9,18,5.79,11.58,5.79,11.58,0.15,1.74,13.32
143000337,Always Night Black 6x24,1,479167,8/1/2030,1,21,21,14.67,14.67,14.67,14.67,0.15,2.2,16.87
143000337,Always Night Black 6x24,1,546535,7/18/2026,6,21,126,15.17,91.02,15.17,91.02,0.15,13.65,104.67
143000351,Always Night Super Violet 3x48,1,546536,9/30/2026,6,40,240,30.7,184.2,30.7,184.2,0.15,27.63,211.83
143000015,Always Sensi Super Plus With Wings 16x10 (Rose),1,468947,8/1/2030,7,9,63,6.19,43.31,6.19,43.31,0.15,6.5,49.81
143000232,Always Sensi Super Plus With Wings 4x50 (Rose),1,546534,7/28/2026,2,30,60,21.4,42.8,21.4,42.8,0.15,6.42,49.22
143000110,Always Sensi Super Plus With Wings 6x30 (Rose),1,546533,7/2/2026,9,21,189,15.13,136.17,15.13,136.17,0.15,20.43,156.6
143000019,Always Super Plus With Wings 4x50 (Move),1,546427,10/30/2026,3,32,96,21.4,64.2,21.4,64.2,0.15,9.63,73.83
143000020,Always Super Plus With Wings 6x30 (Move),1,546426,10/29/2026,7,22,154,15.13,105.91,15.13,105.91,0.15,15.89,121.8
143000020,Always Super Plus With Wings 6x30 (Move),1,535865,8/1/2030,1,22,22,14.67,14.67,14.67,14.67,0.15,2.2,16.87
111004246,Amaglime 2mg 30tab,2433007,490356,6/1/2026,2,13.7,27.4,13.7,27.4,9.59,19.18,0,0,19.18
111004246,Amaglime 2mg 30tab,2433008,510410,7/1/2026,1,13.7,13.7,13.7,13.7,7.76,7.76,0,0,7.76
111003885,Amaglime 3mg 30tab,2444002,536515,4/15/2027,2,23.6,47.2,23.6,47.2,19.67,39.34,0,0,39.34
111000085,Amaryl 1mg Tab 30,3U002,547465,7/31/2026,2,20.8,41.6,17.33,34.66,17.33,34.66,0,0,34.66
111000086,Amaryl 2mg Tab 30,3u005,541267,9/30/2026,1,33.9,33.9,33.9,33.9,25.68,25.68,0,0,25.68
111000087,Amaryl 3mg Tab 30,2u003,503921,8/31/2025,1,47.15,47.15,47.15,47.15,36.54,36.54,0,0,36.54
111000087,Amaryl 3mg Tab 30,2U003,518225,8/31/2025,2,47.15,94.3,47.15,94.3,35.76,71.52,0,0,71.52
111000088,Ambolar Syrup 100ml,6450,508418,5/1/2025,2,7.15,14.3,7.15,14.3,5.36,10.73,0,0,10.73
111000088,Ambolar Syrup 100ml,5935,520427,3/1/2025,1,7.15,7.15,7.15,7.15,5.43,5.43,0,0,5.43
121000097,Amirs Henna Black Color,1,511086,2/26/2026,5,15,75,9,45,9,45,0.15,6.75,51.75
121000098,Amirs Henna Brown Color,1,495053,10/1/2025,6,15,90,9,54,9,54,0.15,8.1,62.1
111003730,Amlocard 5mg 30Tab,5844,536496,2/18/2026,1,26.45,26.45,26.45,26.45,18.37,18.37,0,0,18.37
111003487,Amlopine 10mg 30 Cap,1144750,546128,1/1/2026,1,51.05,51.05,51.05,51.05,32.76,32.76,0,0,32.76
111000101,Amlopress 5mg 28 tab,f220143,544949,2/1/2026,1,32.65,32.65,27.21,27.21,27.21,27.21,0,0,27.21
111000090,Amlor 10mg 30 Caps,LJ5877,549249,4/1/2028,3,64.4,193.2,64.4,193.2,53.67,161.01,0,0,161.01
111000091,Amlor 5mg 30cap,H12261A,549250,12/31/2027,5,60.65,303.25,60.65,303.25,50.55,252.73,0,0,252.73
111000102,Amoxil 125mg susp,2001857,541268,7/31/2026,1,16.8,16.8,16.8,16.8,11.67,11.67,0,0,11.67
111000103,Amoxil 250 mg susp.,2001589,541269,6/30/2026,1,27.85,27.85,27.85,27.85,19.34,19.34,0,0,19.34
111000104,Amoxil 250mg 20cap,1142457,524298,11/30/2027,2,22.45,44.9,22.45,44.9,15.59,31.19,0,0,31.19
111000104,Amoxil 250mg 20cap,1142457,519753,11/1/2027,2,22.45,44.9,15.72,31.44,15.72,31.44,0,0,31.44
111000104,Amoxil 250mg 20cap,1142457,484886,11/1/2027,1,22.45,22.45,22.45,22.45,16.61,16.61,0,0,16.61
111000105,Amoxil 500mg 20cap,2000784,540782,6/1/2029,1,44.9,44.9,44.9,44.9,31.43,31.43,0,0,31.43
111000108,Amrizole 125mm/5ml susp,9587233,521503,9/1/2025,3,6.55,19.65,6.55,19.65,5.46,16.38,0,0,16.38
111000111,Amrizole Vag Supp 500  mg,1719011,527855,3/1/2026,3,7.8,23.4,7.8,23.4,6.5,19.5,0,0,19.5
111000111,Amrizole Vag Supp 500  mg,1719007,541246,3/30/2026,4,7.8,31.2,7.8,31.2,6.5,26,0,0,26
111000111,Amrizole Vag Supp 500  mg,97190023,545110,3/1/2025,1,7.8,7.8,6.5,6.5,6.5,6.5,0,0,6.5
111000111,Amrizole Vag Supp 500  mg,9719007,545111,3/1/2025,2,7.8,15.6,6.5,13,6.5,13,0,0,13
111000112,Amvasc 10mg30 caps,ak0028,536514,9/5/2025,1,64.4,64.4,64.4,64.4,39.75,39.75,0,0,39.75
111000113,Amvasc 5mg 30 caps,AN0433,549251,1/1/2026,1,53.35,53.35,53.35,53.35,34.24,34.24,0,0,34.24
111000115,Amydramin Exp. Adu.Syp 120ml,4131,546129,1/12/2026,4,8.3,33.2,8.3,33.2,5.81,23.24,0,0,23.24
111000116,Amydramin Ped.  Syrup 120ml,694,516802,2/9/2026,1,5.15,5.15,5.15,5.15,3.61,3.61,0,0,3.61
111000117,Anafranil 10mg 30 tab,tyt58,518774,6/30/2025,2,17.9,35.8,17.9,35.8,14.92,29.84,0,0,29.84
111000118,Anafranil 25 mg 30 tab,23005t,541270,11/30/2025,2,21.4,42.8,21.4,42.8,17.83,35.67,0,0,35.67
111000122,Anazol 200mg/5ml Susp.,6601,546130,9/10/2026,1,10.05,10.05,10.05,10.05,6.03,6.03,0,0,6.03
111000123,Anazol 250mg  20 tab,5179,526634,10/31/2025,2,6.45,12.9,6.45,12.9,3.87,7.74,0,0,7.74
111000123,Anazol 250mg  20 tab,6554,527857,8/30/2026,1,6.45,6.45,6.45,6.45,3.6,3.6,0,0,3.6
111000124,Anazol 500mg  20 tab,7510,545558,3/16/2027,2,14.85,29.7,14.85,29.7,8.91,17.82,0,0,17.82
111000137,Apiflox eye drops,ex136,538136,9/28/2025,1,13.85,13.85,13.85,13.85,8.31,8.31,0,0,8.31
111003891,Apimol 5% drops,eb251,544900,3/1/2026,1,9.95,9.95,6.39,6.39,6.39,6.39,0,0,6.39
111003062,Apisal Nasal Spray 15ml,MC375,549252,7/1/2027,4,21.9,87.6,21.9,87.6,14.05,56.21,0,0,56.21
111003062,Apisal Nasal Spray 15ml,MC332,540913,6/1/2026,1,21.9,21.9,21.9,21.9,14.05,14.05,0,0,14.05
111000147,Apo-diclo 50mg 20tab,tw9806,505482,7/31/2026,2,19.8,39.6,19.8,39.6,0,0,0,0,0
111000148,Apo-doxy 100mg capsule,VA9839,540914,2/28/2027,3,28.85,86.55,28.85,86.55,20.92,62.75,0,0,62.75
111000148,Apo-doxy 100mg capsule,VA9839,526635,2/28/2027,1,28.85,28.85,28.85,28.85,21.93,21.93,0,0,21.93
111000150,Aprovel 150mg 28tab,EA2906,546131,4/30/2026,1,63,63,63,63,52.5,52.5,0,0,52.5
111000151,Aprovel 300mg 28tab,DA601,442240,2/28/2025,1,77,77,77,77,66.96,66.96,0,0,66.96
131000402,Aptajunior No.3 400 g,1,548554,1/1/2026,12,40,480,36.52,438.24,36.52,438.24,0.15,65.74,503.98
131000379,Aptajunior No.3 900g,1,548555,11/1/2025,5,83,415,78.08,390.4,78.08,390.4,0.15,58.56,448.96
131000004,Aptamil  2 (Nektamil) 900g,1,540437,12/12/2025,2,90.43,180.86,85.6,171.2,85.6,171.2,0.15,25.68,196.88
131000004,Aptamil  2 (Nektamil) 900g,1,548517,12/1/2025,4,90.43,361.72,85.58,342.32,85.58,342.32,0.15,51.35,393.67
131000005,Aptamil 1 ( Naktramil) 400g,1,548553,12/30/2025,6,43,258,39.38,236.28,39.38,236.28,0.15,35.44,271.72
131000006,Aptamil 1 (Nektamil) 900g,1,521670,10/10/2026,1,90.43,90.43,85.6,85.6,85.6,85.6,0.15,12.84,98.44
131000007,Aptamil 2 ( Naktramil) 400g,1,525341,10/10/2026,2,43,86,39.4,78.8,39.4,78.8,0.15,11.82,90.62
131000007,Aptamil 2 ( Naktramil) 400g,1,540435,12/12/2025,1,43,43,39.4,39.4,39.4,39.4,0.15,5.91,45.31
131000007,Aptamil 2 ( Naktramil) 400g,1,548516,12/1/2025,6,43,258,39.38,236.28,39.38,236.28,0.15,35.44,271.72
111003847,AQUAFLAM 50mg,24DB76,549253,7/31/2026,5,24,120,24,120,14.4,72.01,0,0,72.01
111003699,Aqualyte Oral Solution Apple Taste 240ml,17641,530354,2/28/2026,7,12.15,85.05,12.15,85.05,7.23,50.63,0,0,50.63
111003220,Aquamarine 2in1 Omega-3 60Cap,2305001A,531162,4/1/2025,1,57.7,57.7,43.28,43.28,43.28,43.28,0,0,43.28
111003221,Aquamarine Omega-3 60Cap,2305002A,516804,4/1/2025,1,57.7,57.7,57.7,57.7,43.28,43.28,0,0,43.28
111000154,Arcoxia 120mg 7 tab,X026733,530845,7/31/2026,2,18.6,37.2,14.73,29.46,14.73,29.46,0,0,29.46
111000155,Arcoxia 60mg 28tab,x028674,538137,9/30/2026,1,74.4,74.4,74.4,74.4,61.46,61.46,0,0,61.46
111000155,Arcoxia 60mg 28tab,X028674,532540,9/30/2026,2,74.4,148.8,74.4,148.8,64.7,129.4,0,0,129.4
121000149,Ardel 40710 Duralsh Short Black,1,461435,8/1/2030,4,25,100,16,64,16,64,0.15,9.6,73.6
121000151,Ardel 60110 Fashion Lashes101,1,449955,8/1/2030,5,22,110,17,85,11.05,55.25,0.15,8.29,63.54
121000156,Ardel 62410 Fashion Lashes 124,1,398990,8/1/2030,3,22,66,22,66,13.2,39.6,0.15,5.94,45.54
121000156,Ardel 62410 Fashion Lashes 124,1,461432,8/1/2030,4,22,88,14.08,56.32,14.08,56.32,0.15,8.45,64.77
111003177,Arena 150mg 30 Tab,zc0155,536498,3/1/2025,2,45.95,91.9,45.95,91.9,31.91,63.82,0,0,63.82
111003177,Arena 150mg 30 Tab,ZC0155,544962,3/1/2025,1,45.95,45.95,33.32,33.32,33.32,33.32,0,0,33.32
111003178,Arena 300mg 30 Tab,ZC0180,489759,3/1/2025,2,58.9,117.8,58.9,117.8,42.71,85.41,0,0,85.41
121017193,arnier Sk Tissue Mask Fast Fairness vit c 28gm,1,485553,8/31/2027,1,17,17,13.11,13.11,13.11,13.11,0.15,1.97,15.08
121016942,arnier UD Shampo Purifying Shine 600ml,1,528681,5/26/2029,2,24,48,16.06,32.12,16.06,32.12,0.15,4.82,36.94
151000050,ARS  Elect Mosq Kilr Liq+Refl 45,1,534056,12/3/2025,1,29,29,21.5,21.5,21.5,21.5,0.15,3.23,24.73
151000054,ARS Mosquites Liquid 360 Hrs,1,534057,12/3/2025,8,14.3,114.4,11.25,90,11.25,90,0.15,13.5,103.5
151000055,ARS Mosquites Liquid 720 Hrs,1,522806,3/3/2025,8,22,176,17.5,140,17.5,140,0.15,21,161
111002556,ARS Repellent Spray 100ml,1,476360,4/1/2025,2,23,46,15.5,31,15.5,31,0.15,4.65,35.65
111002556,ARS Repellent Spray 100ml,1,518824,4/1/2025,3,23,69,15,45,15,45,0.15,6.75,51.75
111003332,Artelac Advanced Eye Drops,HY-4723,526636,5/31/2025,1,74,74,74,74,64.35,64.35,0,0,64.35
111004061,Artelac Nigh Time Gel 2mg,103,527975,10/30/2025,2,30.1,60.2,30.1,60.2,25.08,50.16,0,0,50.16
111003848,Arthriflex Cream 100gm,2h007,514960,8/1/2026,1,85,85,85,85,62.05,62.05,0,0,62.05
111000162,Artiz  10 mg  10  s  sale,4NR443,545465,9/5/2027,3,9.75,29.25,9.75,29.25,5.85,17.55,0,0,17.55
111004110,Artiz 10mg 30 Tab,4nr418,541271,6/5/2027,4,29.25,117,29.25,117,17.41,69.64,0,0,69.64
111004110,Artiz 10mg 30 Tab,4NR404,540636,3/8/2027,5,27.75,138.75,27.75,138.75,16.65,83.26,0,0,83.26
121013824,Ascensia Contour Next Microfill Strips 50s,1,539990,8/8/2025,1,130,130,80,80,80,80,0,0,80
111004770,Ashwagandha 60 Tab,BS308,537967,5/30/2026,1,80,80,50,50,50,50,0,0,50
111000165,Aspicard 81mg 120 S,3lj167,509952,9/30/2026,1,30,30,30,30,25,25,0,0,25
111000165,Aspicard 81mg 120 S,3lj166,540916,4/1/2026,3,30,90,30,90,25,75.01,0,0,75.01
111000171,Astatin 20mg 30 tabs,AN0330,540917,12/1/2025,1,43.45,43.45,43.45,43.45,27.88,27.88,0,0,27.88
111000171,Astatin 20mg 30 tabs,AC0428,544896,3/1/2025,1,43.45,43.45,27.88,27.88,27.88,27.88,0,0,27.88
111000172,Astatin 40mg 30 tabs,BD0242,540918,4/1/2026,1,86.9,86.9,86.9,86.9,58.19,58.19,0,0,58.19
111000172,Astatin 40mg 30 tabs,ac0482,503885,4/1/2025,1,86.9,86.9,86.9,86.9,58.94,58.94,0,0,58.94
121000186,Astroglide 35ml,1,547189,3/15/2026,4,34.95,139.8,17.48,69.92,17.48,69.92,0,0,69.92
121017543,Astroglide Lubricant Silicone Gel 85ml,1,505289,7/31/2026,2,66,132,66,132,66,132,0,0,132
121017543,Astroglide Lubricant Silicone Gel 85ml,RET,475729,8/1/2030,2,66,132,0,0,0,0,0,0,0
121015812,Astroglide Strawberry 73.9ml,1,505285,11/2/2025,5,50,250,50,250,50,250,0,0,250
121015812,Astroglide Strawberry 73.9ml,1,546765,3/7/2027,3,45,135,27.48,82.44,27.48,82.44,0,0,82.44
121000190,Astroglide Warming Liquid 35ml,1,505291,2/10/2026,4,35,140,35,140,35,140,0,0,140
111000174,Atacand 16mg tabs box/28 ea.,ZBLV,527862,2/28/2026,1,67.35,67.35,67.35,67.35,58.57,58.57,0,0,58.57
111003962,Atorlip 10mg 30 Tab,C607,549255,2/17/2027,2,43.45,86.9,43.45,86.9,22.81,45.63,0,0,45.63
111003963,Atorlip 20mg 30 Tab,D017,546132,7/24/2027,1,43.45,43.45,43.45,43.45,22.81,22.81,0,0,22.81
111004111,Atorlip 40mg 30 Tab,C243,547533,6/30/2026,1,86.9,86.9,45.26,45.26,45.26,45.26,0,0,45.26
111000177,Atorva 10mg FC 30  s tabs,5923,519428,11/1/2026,2,43.45,86.9,43.45,86.9,0,0,0,0,0
111000177,Atorva 10mg FC 30  s tabs,5556,505502,12/1/2025,1,43.45,43.45,43.45,43.45,0,0,0,0,0
111000178,Atorva 20mg FC 30 s tabs,7398,540784,2/24/2027,1,43.45,43.45,43.45,43.45,16.3,16.3,0,0,16.3
111000179,Atorva 40mg FC 30  s tabs,5724,503851,1/1/2026,1,86.9,86.9,86.9,86.9,26.45,26.45,0,0,26.45
111000179,Atorva 40mg FC 30  s tabs,6835,540921,11/7/2026,1,86.9,86.9,86.9,86.9,34.01,34.01,0,0,34.01
111000183,Atrovent 500mcg/2ml vial,4982201,532836,1/31/2026,1,42.15,42.15,42.15,42.15,35.13,35.13,0,0,35.13
121021128,Attention ATT-019,1,491533,8/1/2030,4,16,64,11,44,6.6,26.4,0.15,3.96,30.36
121021135,Attention ATT-050,1,491540,8/1/2030,4,12,48,7,28,4.2,16.8,0.15,2.52,19.32
121021136,Attention ATT-052,1,491541,8/1/2030,1,17,17,12,12,7.2,7.2,0.15,1.08,8.28
121021139,Attention ATT-055,1,491544,8/1/2030,3,18,54,13.5,40.5,8.1,24.3,0.15,3.65,27.95
121021140,Attention ATT-056,1,491545,8/1/2030,2,10,20,6,12,3.6,7.2,0.15,1.08,8.28
121021142,Attention ATT-060,1,491547,8/1/2030,2,17,34,12,24,7.2,14.4,0.15,2.16,16.56
121021147,Attention ATT-073,1,491552,8/1/2030,3,25,75,18,54,10.8,32.4,0.15,4.86,37.26
111000185,Augmentin 156mg syrup,y18h,501618,4/30/2025,1,17.35,17.35,17.35,17.35,13.19,13.19,0,0,13.19
111000186,Augmentin 1gm 14tab,G24E,540922,11/1/2026,5,78.3,391.5,78.3,391.5,57.2,285.98,0,0,285.98
111000187,Augmentin 228mg 70ml syrup,XH7R,526638,3/31/2025,1,19.2,19.2,19.2,19.2,15.36,15.36,0,0,15.36
111000188,Augmentin 312mg syrup,UT9A,527864,2/28/2025,2,32.55,65.1,32.55,65.1,22.61,45.21,0,0,45.21
111000189,Augmentin 375mg 20 tab,C57R,527865,7/11/2025,2,36.75,73.5,36.75,73.5,25.52,51.05,0,0,51.05
111000190,Augmentin 457mg 70ml syrup,537B-A,543929,5/31/2025,1,33.05,33.05,33.05,33.05,23.14,23.14,0,0,23.14
111000192,Augmentin 625mg 20tab,kp5y,541272,1/23/2027,3,63.8,191.4,63.8,191.4,44.31,132.94,0,0,132.94
121010606,Avalon Alpha Plus Cream 30g,5113009,536524,4/1/2025,1,137,137,137,137,68.08,68.08,0.15,10.21,78.29
111004530,Avalon Avoban Nasal Ointment 3gm,2114002,524081,1/1/2027,1,28.45,28.45,28.45,28.45,13.99,13.99,0,0,13.99
121008070,Avalon Avocin 1% Topical Solution 30ml,823016,512799,12/1/2025,2,15.05,30.1,15.05,30.1,8.4,16.81,0,0,16.81
111000199,Avalon Avocin Vaginal Cream 40g,5894001,526640,1/31/2026,2,40.45,80.9,40.45,80.9,24.27,48.54,0,0,48.54
111000199,Avalon Avocin Vaginal Cream 40g,5894003,527868,1/1/2026,3,40.45,121.35,40.45,121.35,22.48,67.43,0,0,67.43
121013230,Avalon Avocom - M Cream 50g,24874062,545466,8/4/2026,2,37.25,74.5,37.25,74.5,18.32,36.63,0,0,36.63
111000226,Avalon Avocom 0.1% Cream 30g,594024,540923,9/1/2026,1,16.95,16.95,16.95,16.95,8.33,8.33,0,0,8.33
111000227,Avalon Avocom 0.1% Ointment 30g,453009,513973,8/1/2025,2,17.1,34.2,17.1,34.2,6.84,13.68,0,0,13.68
111002999,Avalon Avocom Aqueous Nasal Spray 120 Metered,1794028,543832,7/1/2026,2,41.6,83.2,41.6,83.2,20.45,40.91,0,0,40.91
101000001,Avalon Avocom M Cream 30g,1024024,546133,9/1/2026,1,23,23,23,23,11.31,11.31,0,0,11.31
121005295,Avalon Avogain 5% Solution 50ml,483154,540465,10/31/2026,2,66,132,66,132,33.86,67.72,0,0,67.72
151001368,Avalon Avohex Mouth Wash 300 ml,984015,526641,3/31/2026,2,37,74,37,74,19.61,39.22,0,0,39.22
