"Product Code","Product Name",Batch,Expiry,Balance,"Purchase Price","Sale Price"
03574661089591,"Imodium Instants 2mg 6 cap",tly32,0000-00-00,0.0000,0,12.4000
03574661226446,"Tylenol 100mg 10suppos",23aq102,2024-12-01,5.0000,0,10.1500
03574661226446,"Tylenol 100mg 10suppos",154179,0000-00-00,0.0000,0,10.1500
03574661226453,"Tylenol 200mg 10suppos",22kq176,2024-10-01,5.0000,0,11.4000
03574661226453,"Tylenol 200mg 10suppos",154179,0000-00-00,0.0000,0,11.4000
03574661228853,"Nizoral Shampoo 100ml",meb1g00,2024-02-01,15.0000,0,30.5500
03574661228853,"Nizoral Shampoo 100ml",154179,0000-00-00,0.0000,0,30.5500
03574661228853,"Nizoral Shampoo 100ml",nt69k00s1,0000-00-00,0.0000,0,30.5500
03574661228877,"Livostin Nasal Spray 10ml",MHB2Y00,2024-02-01,6.0000,0,33.6000
03574661228877,"Livostin Nasal Spray 10ml",nt69k00s1,0000-00-00,0.0000,0,33.6000
03574661406893,"Livostin Eye Drops 4ml",2304758,2025-02-01,12.0000,0,36.0000
03574661406893,"Livostin Eye Drops 4ml",154179,0000-00-00,0.0000,0,36.0000
03574661406893,"Livostin Eye Drops 4ml",nt69k00s1,0000-00-00,0.0000,0,36.0000
03582910020912,"Rhinathiol adult syrup",752,2024-10-31,0.0000,0,11.3500
03582910020912,"Rhinathiol adult syrup",ac0140,0000-00-00,0.0000,0,11.3500
03664798044249,"Dulcolax 5mg 40 Tab",211014,2024-07-01,10.0000,0,11.2000
03664798044249,"Dulcolax 5mg 40 Tab",tly32,0000-00-00,0.0000,0,11.2000
03760250440021,"Esidrex  25mg 20 tab",,0000-00-00,0.0000,0,17.2500
04011548028681,"Proxen 250mg 20Tap",622s01,2024-09-30,2.0000,0,28.5667
04011548028681,"Proxen 250mg 20Tap",2uc708,0000-00-00,0.0000,0,28.5667
04027269913403,"Concor 10mg 30tab",97,2024-10-31,0.0000,0,35.4000
04027269913403,"Concor 10mg 30tab",e200518,2024-10-31,5.0000,0,35.4000
04027269913403,"Concor 10mg 30tab",yn0040,0000-00-00,0.0000,0,35.4000
04027269913465,"Concor 2.5mg 30tablets",e210374,2025-02-28,9.0000,0,19.5500
04027269913465,"Concor 2.5mg 30tablets",221105,0000-00-00,0.0000,0,19.5500
04027269913465,"Concor 2.5mg 30tablets",e209740,2024-11-30,10.0000,0,19.5500
04027269913465,"Concor 2.5mg 30tablets",yn0040,0000-00-00,0.0000,0,19.5500
04027269913519,"Concor 5mg 30tab",e210426,2025-03-31,12.0000,0,29.2500
04027269913519,"Concor 5mg 30tab",221105,0000-00-00,0.0000,0,29.2500
04027269913519,"Concor 5mg 30tab",e209825,2024-11-11,6.0000,0,29.2500
04027269913519,"Concor 5mg 30tab",yn0040,0000-00-00,0.0000,0,29.2500
04027269913526,"Concor 5 plus 20tab",e210122,2025-02-01,6.0000,0,19.5000
04027269913526,"Concor 5 plus 20tab",yn0040,0000-00-00,0.0000,0,19.5000
04027269913625,"Neurobion 30 Tab",339322a,2024-08-31,30.0000,0,23.1346
04027269913625,"Neurobion 30 Tab",2uc708,0000-00-00,0.0000,0,23.1346
04027269913625,"Neurobion 30 Tab",tf8v,0000-00-00,0.0000,0,23.1346
04027269913670,"Neurobion 3ml 10 Amp",F520,2025-11-01,4.0000,0,45.5000
04027269913670,"Neurobion 3ml 10 Amp",154179,0000-00-00,0.0000,0,45.5000
04030041001793,"Agiolax 250 gm",g2203808,2025-02-28,0.0000,0,18.7000
04030041001793,"Agiolax 250 gm",2401122,0000-00-00,0.0000,0,18.7000
04030041001793,"Agiolax 250 gm",G2300294,2025-09-30,5.0000,0,18.7000
04030041001793,"Agiolax 250 gm",221105,0000-00-00,0.0000,0,18.7000
04030041001816,"Reparil 40 Tab",b2300296,0000-00-00,-3.0000,0,20.6000
04030041001816,"Reparil 40 Tab",154179,0000-00-00,0.0000,0,20.6000
04030041001847,"Uralyt -  U Granules",b2301073,2025-12-31,3.0000,0,52.1000
04030041001847,"Uralyt -  U Granules",ac0140,0000-00-00,0.0000,0,52.1000
04030041001847,"Uralyt -  U Granules",154179,0000-00-00,0.0000,0,52.1000
04030041001885,"Reparil Gel N 40gm",d2203778,2025-09-30,2.0000,0,18.4500
04030041001885,"Reparil Gel N 40gm",2103880,2024-11-01,2.0000,0,18.4500
04030041001885,"Reparil Gel N 40gm",154179,0000-00-00,0.0000,0,18.4500
04030041001892,"Reparil Gel N 100gm",d2103830,2024-10-31,4.0000,0,27.9000
04030041001892,"Reparil Gel N 100gm",ac0140,0000-00-00,0.0000,0,27.9000
04030041001892,"Reparil Gel N 100gm",154179,0000-00-00,0.0000,0,27.9000
04030855450275,"Diclac 75 Mg ID 20 Tab",mp6594,2024-08-01,1.0000,0,24.8500
04030855450275,"Diclac 75 Mg ID 20 Tab",m1301,0000-00-00,0.0000,0,24.8500
04030855450275,"Diclac 75 Mg ID 20 Tab",mu0962,2024-10-30,3.0000,0,24.8500
04030855450275,"Diclac 75 Mg ID 20 Tab",tly32,0000-00-00,0.0000,0,24.8500
04031626000521,"Hylo Comod 0.1% Drops",,0000-00-00,0.0000,0,43.1500
04031626000521,"Hylo Comod 0.1% Drops",306011,2025-09-30,8.0000,0,43.1500
04031626000521,"Hylo Comod 0.1% Drops",tly32,0000-00-00,0.0000,0,43.1500
04046222312046,"Contractubex  Comp Gel 50g",B00015860,2026-10-01,5.0000,0,28.6500
04046222312046,"Contractubex  Comp Gel 50g",2633,2026-03-31,1.0000,0,28.6500
04046222312046,"Contractubex  Comp Gel 50g",211311,2026-02-01,2.0000,0,28.6500
04046222757809,"Contractubex Comp Gel 20g",211306,2026-07-31,0.0000,0,19.6500
04046222757809,"Contractubex Comp Gel 20g",211311,0000-00-00,0.0000,0,19.6500
04046222757809,"Contractubex Comp Gel 20g",221105,0000-00-00,0.0000,0,19.6500
04054839229312,"Euthyrox 25mcg 100 tab",g01n9p,2025-01-31,7.0000,0,17.0500
04054839229312,"Euthyrox 25mcg 100 tab",233,0000-00-00,0.0000,0,17.0500
04054839229312,"Euthyrox 25mcg 100 tab",k2786,0000-00-00,0.0000,0,17.0500
04054839229343,"Euthyrox 50mcg 100 tab",g01dwg,2025-01-31,13.0000,0,22.2500
04054839229343,"Euthyrox 50mcg 100 tab",tly32,0000-00-00,0.0000,0,22.2500
04054839229374,"Euthyrox 100mcg 100 tab",g01ef9,2025-02-28,23.0000,0,31.3500
04054839229374,"Euthyrox 100mcg 100 tab",tly32,0000-00-00,0.0000,0,31.3500
04054839480546,"Neurobion 30 Tab",339322a,2024-08-31,0.0000,0,23.1346
05000158065734,"Gaviscon Pepp. Liquid Syrup 200ml",ADX635,2025-08-31,22.0000,0,12.6500
05000158065734,"Gaviscon Pepp. Liquid Syrup 200ml",233,0000-00-00,0.0000,0,12.6500
05000158065734,"Gaviscon Pepp. Liquid Syrup 200ml",tly32,0000-00-00,0.0000,0,12.6500
05000158066984,"Gaviscon Sa Aniseed 200 ml",AEB877,2025-10-31,16.0000,0,12.6500
05000158066984,"Gaviscon Sa Aniseed 200 ml",233,0000-00-00,0.0000,0,12.6500
05000158068414,"Gaviscon Advance Pepp Oral Susp 300ml",aee547,2025-03-31,10.0000,0,25.3500
05000158068414,"Gaviscon Advance Pepp Oral Susp 300ml",tly32,0000-00-00,0.0000,0,25.3500
05000158068957,"Gaviscon Extra 500mg 12Tab",aeb050,2024-11-01,6.0000,0,9.8500
05000158068957,"Gaviscon Extra 500mg 12Tab",tly32,0000-00-00,0.0000,0,9.8500
05000158102903,"Strepsils Extra 24 Loz",nj247,2024-10-01,48.0000,0,40.0000
05000158102903,"Strepsils Extra 24 Loz",NL324,2024-11-01,4.0000,0,40.0000
05000158106772,"Strepsils Honey Lemon 36 Lozages",ng737,2025-10-01,12.0000,0,40.0000
05000158106789,"Strepsils Menthol 36loz",NE759,2025-09-01,48.0000,0,38.5000
05000158106925,"Strepsils Ginger Warm",nw891,2025-01-01,37.0000,0,30.5000
05000167019391,"Strepsils Menthol 24loz",NE756,2025-09-01,55.0000,0,32.4615
05000167023978,"Strepsils Sugarfree loz",NG570,2025-10-01,0.0000,0,30.3214
05000456006095,"Nolvadex 10mg 30tab",sc395,2025-02-01,0.0000,0,29.1000
05000456006095,"Nolvadex 10mg 30tab",nt69k00s1,0000-00-00,0.0000,0,29.1000
05000456006101,"Seroquel 200mg 60tab",sg984,2025-09-01,9.0000,0,220.6500
05000456006101,"Seroquel 200mg 60tab",ac0140,0000-00-00,0.0000,0,220.6500
05000456006101,"Seroquel 200mg 60tab",154179,0000-00-00,0.0000,0,220.6500
05000456006118,"Tenormin 100mg 28 s tab",sc537,2024-02-01,5.0000,0,28.3500
05000456006118,"Tenormin 100mg 28 s tab",ac0140,0000-00-00,0.0000,0,28.3500
05000456006156,"Zestril 10mg 28tab",sc029,2024-10-01,4.0000,0,26.0000
05000456006156,"Zestril 10mg 28tab",154179,0000-00-00,0.0000,0,26.0000
05000456006194,"Zestril 5mg 28tab",sb913,2024-09-01,2.0000,0,15.8000
05000456006323,"Seroquel 100mg 60tab",sh138,2025-07-01,14.0000,0,110.3000
05000456006323,"Seroquel 100mg 60tab",ac0140,0000-00-00,0.0000,0,110.3000
05000456006378,"Seroquel 300mg tab",ry241,2024-02-01,6.0000,0,185.8556
05000456006378,"Seroquel 300mg tab",ac0140,0000-00-00,0.0000,0,185.8556
05000456006385,"Crestor 10mg 28 tab",sb019,2025-01-01,3.0000,0,85.6500
05000456006392,"Crestor 20mg tab",1,2024-04-30,1.0000,0,145.2500
05000456006392,"Crestor 20mg tab",sb024,2025-01-01,5.0000,0,145.2500
05000456007283,"Symbicort 160mcgTarb. 120 dos",smsv,2024-08-01,0.0000,0,169.8000
05000456007283,"Symbicort 160mcgTarb. 120 dos",smpn,2024-06-01,0.0000,0,169.8000
05000456007283,"Symbicort 160mcgTarb. 120 dos",smsp,2024-08-01,0.0000,0,169.8000
05000456007283,"Symbicort 160mcgTarb. 120 dos",ac0140,0000-00-00,0.0000,0,169.8000
05000456007283,"Symbicort 160mcgTarb. 120 dos",smnz,0000-00-00,-1.0000,0,169.8000
05000456007283,"Symbicort 160mcgTarb. 120 dos",154179,0000-00-00,0.0000,0,169.8000
05000456007337,"Nexium 20mg tab bx/28 ea",zeeg,2024-06-30,3.0000,0,68.7000
05000456007337,"Nexium 20mg tab bx/28 ea",154179,0000-00-00,0.0000,0,68.7000
05000456007344,"Nexium 20mg tabs bx/14 ea",zehl,2024-09-30,16.0000,0,35.2500
05000456007344,"Nexium 20mg tabs bx/14 ea",2uc708,0000-00-00,0.0000,0,35.2500
05000456007368,"Nexium 40mg tab bx/14 ea",zpka,2024-02-01,6.0000,0,48.0500
05000456007368,"Nexium 40mg tab bx/14 ea",154179,0000-00-00,0.0000,0,48.0500
05000456007375,"Atacand 8mg tabs bx/28 ea.",NBCD,2024-10-28,5.0000,0,55.1000
05000456007375,"Atacand 8mg tabs bx/28 ea.",221105,0000-00-00,0.0000,0,55.1000
05000456007399,"Nexium 40mg tab bx/28 ea",zphy,2024-08-31,17.0000,0,85.8000
05000456007399,"Nexium 40mg tab bx/28 ea",nt69k00s1,0000-00-00,0.0000,0,85.8000
05000456007399,"Nexium 40mg tab bx/28 ea",zpkz,2024-08-31,6.0000,0,85.8000
05000456007399,"Nexium 40mg tab bx/28 ea",2r5v,0000-00-00,0.0000,0,85.8000
05000456007412,"Nexium 20mg tab bx/28 ea",zeeg,2024-06-30,15.0000,0,68.7000
05000456007412,"Nexium 20mg tab bx/28 ea",nt69k00s1,0000-00-00,0.0000,0,68.7000
05000456007429,"Nexium 40mg tab bx/14 ea",zpka,2024-07-29,19.0000,0,48.0500
05000456007429,"Nexium 40mg tab bx/14 ea",nt69k00s1,0000-00-00,0.0000,0,48.0500
05000456007429,"Nexium 40mg tab bx/14 ea",zpkw,2024-08-01,6.0000,0,48.0500
05000456007429,"Nexium 40mg tab bx/14 ea",2r5v,0000-00-00,0.0000,0,48.0500
05000456007436,"Atacand 8mg tabs bx/28 ea.",,0000-00-00,0.0000,0,55.1000
05000456007443,"Atacand Plus 16/12.50mg 28 tab",,0000-00-00,0.0000,0,75.9000
05000456007443,"Atacand Plus 16/12.50mg 28 tab",vblh,2024-11-01,3.0000,0,75.9000
05000456007443,"Atacand Plus 16/12.50mg 28 tab",yn0040,0000-00-00,0.0000,0,75.9000
05000456007450,"Atacand 16mg tabs box/28 ea.",,0000-00-00,0.0000,0,67.3500
05000456007535,"Pulmicort 0.5mg/ml Soln. Bx/20?2ml",pdwp,2024-09-01,0.0000,0,149.1500
05000456007535,"Pulmicort 0.5mg/ml Soln. Bx/20?2ml",vn329a,0000-00-00,0.0000,0,149.1500
05000456007535,"Pulmicort 0.5mg/ml Soln. Bx/20?2ml",tf8v,0000-00-00,0.0000,0,149.1500
05000456007634,"Rhinocort Aqua 64mcg/dose bt/10ml",bo467,2024-10-01,0.0000,0,50.6500
05000456007634,"Rhinocort Aqua 64mcg/dose bt/10ml",ac0140,0000-00-00,0.0000,0,50.6500
05000456007634,"Rhinocort Aqua 64mcg/dose bt/10ml",154179,0000-00-00,0.0000,0,50.6500
05000456009256,"Forxiga 10mg 28Tab",sd617,2025-02-01,0.0000,0,159.0000
05000456009256,"Forxiga 10mg 28Tab",tly32,0000-00-00,0.0000,0,159.0000
05000456011846,"Atacand Plus 16/12.50mg 28 tab",VBKS,2024-07-29,5.0000,0,75.9000
05000456011846,"Atacand Plus 16/12.50mg 28 tab",221105,0000-00-00,0.0000,0,75.9000
05000456019224,"Kombiglyzer XR 500/5 mg 30Tab",pc0156,2025-01-01,0.0000,0,142.5500
05000456019224,"Kombiglyzer XR 500/5 mg 30Tab",nt69k00s1,0000-00-00,0.0000,0,142.5500
05000456021203,"Xigduo XR 10mg/1000mg 28Tab",pt0147,2025-12-01,2.0000,0,165.8500
05000456021203,"Xigduo XR 10mg/1000mg 28Tab",ac0140,0000-00-00,0.0000,0,165.8500
05000456021203,"Xigduo XR 10mg/1000mg 28Tab",154179,0000-00-00,0.0000,0,165.8500
05000456026345,"Inderal 40mg 50 tab",se089,2024-02-01,3.0000,0,40.0000
05000456026345,"Inderal 40mg 50 tab",tly32,0000-00-00,0.0000,0,40.0000
05000456026383,"Inderal 10mg 50Tap",sf582,2025-02-01,6.0000,0,20.0000
05000456026383,"Inderal 10mg 50Tap",tly32,0000-00-00,0.0000,0,20.0000
05012617016362,"Cyclogest 400mg vagt",ncb4296,2025-09-30,2.0000,0,87.6500
05012617016362,"Cyclogest 400mg vagt",221105,0000-00-00,0.0000,0,87.6500
05016007206142,"Pred Fort Eye Drops",393275,2024-10-31,6.0000,0,16.0500
05016007206142,"Pred Fort Eye Drops",nt69k00s1,0000-00-00,0.0000,0,16.0500
05016007206159,"Oflox 5ml eye drops",392110,2024-10-31,0.0000,0,13.5000
05016007206159,"Oflox 5ml eye drops",nt69k00s1,0000-00-00,0.0000,0,13.5000
05016007206180,"Combigan Drops",391869,2024-07-01,0.0000,0,48.2900
05016007206180,"Combigan Drops",2401122,0000-00-00,0.0000,0,48.2900
05016007206241,"Refresh Plus Eye Drops",387189a,2024-07-31,4.0000,0,18.4000
05016007206241,"Refresh Plus Eye Drops",ac0140,0000-00-00,0.0000,0,18.4000
05016007206241,"Refresh Plus Eye Drops",392672a,2024-12-01,6.0000,0,18.4000
05016007206241,"Refresh Plus Eye Drops",vn329a,0000-00-00,0.0000,0,18.4000
05016007206241,"Refresh Plus Eye Drops",154179,0000-00-00,0.0000,0,18.4000
05016007206258,"Alphagan P Eye Drops 5ml",397035,2025-02-28,4.0000,0,38.5000
05016007206258,"Alphagan P Eye Drops 5ml",yn0040,0000-00-00,0.0000,0,38.5000
05016007206265,"Refresh Tears 0.5% Eye Drops 15ml",395183,2025-02-01,0.0000,0,15.8000
05016007206265,"Refresh Tears 0.5% Eye Drops 15ml",vn329a,0000-00-00,0.0000,0,15.8000
05016007206265,"Refresh Tears 0.5% Eye Drops 15ml",tf8v,0000-00-00,0.0000,0,15.8000
05060064170632,"Neo Mercazole tab 5mg 100s",f4026,2025-09-01,2.0000,0,21.8500
05060064170632,"Neo Mercazole tab 5mg 100s",154179,0000-00-00,0.0000,0,21.8500
05290931018297,"Ceruxim 500 Mg Tab",K6J009,2025-09-30,3.0000,0,56.5500
05290931018297,"Ceruxim 500 Mg Tab",221105,0000-00-00,0.0000,0,56.5500
05413868100044,"Daktacort 20mg/15gm cream",MHB3J00,2025-07-31,9.0000,0,11.9500
05413868100044,"Daktacort 20mg/15gm cream",221105,0000-00-00,0.0000,0,11.9500
05413868100051,"Daktarin 2% 30gm cream",mjb2100,2024-09-30,3.0000,0,15.8500
05413868100051,"Daktarin 2% 30gm cream",221105,0000-00-00,0.0000,0,15.8500
05413868100068,"Daktarin Oral Gel",mjb2000,2025-09-30,12.0000,0,16.5000
05413868100068,"Daktarin Oral Gel",221105,0000-00-00,0.0000,0,16.5000
05413868100334,"Nizoral 2% 30gm cream",mhb2d00,2025-07-01,0.0000,0,19.3500
05413868100457,"Risperdal 1mg 6Tab",lil4p00,2024-09-30,3.0000,0,23.7000
05413868100464,"Risperdal 2mg 20tab",mcl2x00a,2025-02-01,2.0000,0,27.8617
05413868100464,"Risperdal 2mg 20tab",154179,0000-00-00,0.0000,0,27.8617
05413868100693,"Vermox 100mg 6 tab",22gq068,2025-06-01,10.0000,0,9.5000
05413868100693,"Vermox 100mg 6 tab",344222,0000-00-00,0.0000,0,9.5000
05413895030819,"Naphcon A  Drops",1562rp,2024-10-01,20.0000,0,17.2500
05413895030819,"Naphcon A  Drops",344222,0000-00-00,0.0000,0,17.2500
05413895030826,"Tears natural drops",vm243a,2025-12-31,10.0000,0,9.5000
05413895030826,"Tears natural drops",vn329a,0000-00-00,0.0000,0,9.5000
05413895030864,"Tobrex eye oint",vn697b,2026-02-28,10.0000,0,18.7000
05413895030871,"Travatan 0.004% eye drops",vh725l,2024-10-31,0.0000,0,50.3682
05413895030871,"Travatan 0.004% eye drops",ac0140,0000-00-00,0.0000,0,50.3682
05415062000120,"Amlor 10mg 30 Caps",gx3953,2027-01-01,13.0000,0,64.4000
05415062000120,"Amlor 10mg 30 Caps",221105,0000-00-00,0.0000,0,64.4000
05415062000151,"Amlor 5mg 30cap",1295767,2024-08-01,4.0000,0,60.9500
05415062000151,"Amlor 5mg 30cap",gg5917,2026-05-01,6.0000,0,60.9500
05415062000151,"Amlor 5mg 30cap",221105,0000-00-00,0.0000,0,60.9500
05415062000465,"Efexor XR 75mg 14 cap",fr7d48b,2025-01-01,5.0000,0,56.4000
05415062000465,"Efexor XR 75mg 14 cap",gr9634a,2026-01-01,1.0000,0,56.4000
05415062000465,"Efexor XR 75mg 14 cap",2r5v,0000-00-00,0.0000,0,56.4000
05415062000908,"Viagra 100 mg Film Coated",gp3916,2026-10-01,0.0000,0,73.7500
05415062000908,"Viagra 100 mg Film Coated",vn697b,0000-00-00,0.0000,0,73.7500
05415062000908,"Viagra 100 mg Film Coated",tf8v,0000-00-00,0.0000,0,73.7500
05415062000991,"Zithromax 250mg 6cap",gx2303,2025-12-01,3.0000,0,66.1000
05415062000991,"Zithromax 250mg 6cap",154179,0000-00-00,0.0000,0,66.1000
05415062001028,"Zithromax 400 mg 30 ml Susp",gn2435a,2024-08-01,0.0000,0,53.0500
05415062001493,"Centrum Lutein 100 Tab",ax7d,2024-08-01,6.0000,0,55.0000
05415062001493,"Centrum Lutein 100 Tab",221105,0000-00-00,0.0000,0,55.0000
05415062001509,"Centrum Lutein 30 Tab",AX7D,2024-08-30,6.0000,0,20.4000
05415062001509,"Centrum Lutein 30 Tab",pw4h,2025-01-01,30.0000,0,20.4000
05415062001509,"Centrum Lutein 30 Tab",221105,0000-00-00,0.0000,0,20.4000
05415062001516,"Centrum Silver 100 Tab",a78n,2024-08-01,30.0000,0,55.0000
05415062001516,"Centrum Silver 100 Tab",221105,0000-00-00,0.0000,0,55.0000
05415062001523,"Centrum Silver 30 Tab",648l,2024-02-01,12.0000,0,20.4000
05415062001523,"Centrum Silver 30 Tab",af9f,2024-08-01,5.0000,0,20.4000
05415062001523,"Centrum Silver 30 Tab",221105,0000-00-00,0.0000,0,20.4000
05415062001547,"Aldactone 100mg 10 tabs",b28667,2027-04-30,5.0000,0,25.0500
05415062001547,"Aldactone 100mg 10 tabs",221105,0000-00-00,0.0000,0,25.0500
05415062001745,"Lopid 600mg 30tab",FX0465,2024-02-01,0.0000,0,54.8500
05415062001745,"Lopid 600mg 30tab",nt69k00s1,0000-00-00,0.0000,0,54.8500
05415062001752,"Ponstan Fort 500mg 20tab",GR2408,2025-01-01,0.0000,0,15.3000
05415062001752,"Ponstan Fort 500mg 20tab",nt69k00s1,0000-00-00,0.0000,0,15.3000
05415062001974,"Xalatan eye drops",gd0158,2025-03-31,4.0000,0,56.9643
05415062002223,"Dostinex 0.5 mg 2 tab",gx8477,2025-01-31,2.0000,0,48.4000
05415062002223,"Dostinex 0.5 mg 2 tab",233,0000-00-00,0.0000,0,48.4000
05415062002339,"Relpax 40mg 3 tab",gk5860b,2024-05-01,0.0000,0,74.0000
05415062002339,"Relpax 40mg 3 tab",tf8v,0000-00-00,0.0000,0,74.0000
05415062002346,"Relpax 40mg 6 tab",gk5860c,2024-05-01,3.0000,0,101.6033
05415062002346,"Relpax 40mg 6 tab",ac0140,0000-00-00,0.0000,0,101.6033
05415062002421,"Vibramycin 100mg 10tab",b766002,0000-00-00,0.0000,0,29.8000
05415062002421,"Vibramycin 100mg 10tab",b76602,2025-08-01,3.0000,0,29.8000
05415062002421,"Vibramycin 100mg 10tab",ac0140,0000-00-00,0.0000,0,29.8000
05415062002476,"Diflucan 150mg 1cap",b756721,2027-07-31,19.0000,0,19.4500
05415062002476,"Diflucan 150mg 1cap",tly32,0000-00-00,0.0000,0,19.4500
05415062002476,"Diflucan 150mg 1cap",000,2027-10-31,12.0000,0,19.4500
05415062002476,"Diflucan 150mg 1cap",yn0040,0000-00-00,0.0000,0,19.4500
05415062002506,"Dalacin C 300 mg Caps 16",b781402,2025-01-01,3.0000,0,32.8000
05415062002506,"Dalacin C 300 mg Caps 16",m1301,0000-00-00,0.0000,0,32.8000
